ID,Sex,JulianDay,Easting,Northing
384,F,159,610241.9372,5261656.089
385,F,159,605190.7617,5256650.565
386,F,159,610704.9048,5242431.15
387,F,159,610651.369,5242504.627
389,F,159,613396.9289,5240017.733
390,F,159,604440.155,5240785.939
393,F,159,609861.2248,5217499.66
209,F,160,605137.6287,5234187.387
334,M,160,613873.6849,5261290.943
374,M,160,647997.7133,5281865.354
376,F,160,610583.6933,5243049.195
377,F,160,645689.739,5264127.127
378,F,160,629173.2012,5268722.359
380,F,160,616494.3627,5262611.048
381,F,160,608040.9349,5263673.928
384,F,160,607360.9768,5261656.997
385,F,160,604608.5603,5256783.551
386,F,160,610575.6789,5243073.502
387,F,160,610487.9346,5243077.413
389,F,160,613259.1189,5239830.54
390,F,160,604628.9381,5240883.78
393,F,160,609646.8888,5217802.508
209,F,161,607305.6323,5227082.958
374,M,161,647986.8088,5281880.645
376,F,161,609750.6757,5243502.736
377,F,161,646240.6561,5267038.767
378,F,161,629039.9739,5268552.632
380,F,161,616481.5614,5262610.793
381,F,161,607601.6082,5263892.617
384,F,161,608586.2983,5262126.516
385,F,161,604606.9933,5256786.859
386,F,161,609932.5006,5243559.49
387,F,161,609752.1037,5243507.209
389,F,161,613303.1049,5239784.694
390,F,161,604399.0661,5240800.774
392,M,161,608573.8332,5225575.36
393,F,161,609259.0085,5217968.767
209,F,162,609858.739,5222711
334,M,162,612036.8307,5263332.216
374,M,162,649273.8569,5280576.84
376,F,162,609043.7554,5245558.44
377,F,162,646157.3006,5267150.106
378,F,162,628929.9845,5268693.634
381,F,162,607563.0057,5263944.158
384,F,162,608505.2766,5262108.337
385,F,162,604874.6873,5256869.46
386,F,162,609282.211,5245572.871
387,F,162,609106.1792,5245736.356
389,F,162,611866.9248,5240547.667
390,F,162,604651.5075,5240847.496
392,M,162,608656.4631,5225203.363
393,F,162,607820.081,5218297.051
209,F,163,609954.1541,5222596.047
334,M,163,611131.1402,5263747.401
374,M,163,649324.3052,5280309.016
376,F,163,609277.8203,5245199.262
377,F,163,646160.7731,5266138.266
378,F,163,631080.3195,5268691.477
380,F,163,616470.1777,5262615.013
381,F,163,607466.6322,5264106.919
384,F,163,608615.9875,5262069.258
385,F,163,604593.0292,5256766.599
386,F,163,609320.7001,5245412.391
389,F,163,611857.7319,5240514.141
390,F,163,604419.118,5240821.139
393,F,163,607320.7583,5221102.636
209,F,164,609863.2509,5222672.176
374,M,164,649211.4386,5280872.16
376,F,164,607748.4644,5245335.577
377,F,164,646500.3761,5265959.952
378,F,164,630858.3206,5268656.476
380,F,164,616497.5513,5262564.417
381,F,164,607397.5132,5263811.046
384,F,164,608646.3475,5262097.614
385,F,164,604598.0673,5256737.785
386,F,164,607704.3291,5245229.159
387,F,164,607583.4454,5244899.003
389,F,164,612773.9918,5240680.579
390,F,164,604662.3956,5240915.5
393,F,164,609506.6833,5217873.286
209,F,165,610051.1924,5222475.568
334,M,165,611963.0922,5263249.647
376,F,165,606975.6053,5245419.297
377,F,165,646182.4029,5266116.567
378,F,165,630853.6162,5268396.19
380,F,165,616385.7279,5262581.091
384,F,165,608566.8523,5262078.351
385,F,165,604997.2158,5256763.821
386,F,165,606874.4073,5245209.575
387,F,165,607030.4322,5245436.97
389,F,165,612971.5598,5240747.732
390,F,165,605060.4374,5240979.281
393,F,165,609711.0587,5217698.089
334,M,166,614162.4247,5263058.694
374,M,166,653099.3829,5282491.208
376,F,166,606038.9518,5245915.926
377,F,166,646293.9294,5266053.749
378,F,166,630912.8441,5268373.056
380,F,166,615482.6124,5261315.799
381,F,166,608101.3488,5263665.039
384,F,166,610025.7014,5260694.827
385,F,166,604931.3565,5256862.693
386,F,166,606032.787,5246341.584
387,F,166,606037.2211,5245928.123
389,F,166,612704.4014,5240642.561
390,F,166,605887.8308,5238774.122
393,F,166,609623.4496,5217797.628
209,F,167,609987.4454,5222477.719
334,M,167,613986.4549,5263005.233
374,M,167,650890.2477,5281778.439
376,F,167,605884.2223,5246580.139
377,F,167,646115.0061,5266191.61
378,F,167,630344.6223,5269078.621
380,F,167,614681.5753,5262012.682
381,F,167,607782.0119,5263992.659
384,F,167,609565.7201,5260914.101
385,F,167,606196.1212,5257675.886
386,F,167,605974.3284,5246609.554
387,F,167,605988.2399,5246592.018
389,F,167,612011.921,5240199.126
390,F,167,605540.5013,5238742.324
393,F,167,607952.9515,5218210.537
209,F,168,609949.4815,5222602.631
334,M,168,613025.8898,5262390.698
374,M,168,650728.7196,5281808.725
376,F,168,606483.0298,5245503.739
377,F,168,646524.6569,5266012.825
378,F,168,630810.7038,5271418.451
380,F,168,615450.158,5261853.25
381,F,168,607673.1101,5264058.467
384,F,168,610016.2485,5260836.95
385,F,168,606086.1987,5257792.846
386,F,168,606482.465,5245451.48
387,F,168,606167.1913,5245423.548
389,F,168,612148.8467,5240315.124
390,F,168,606088.3019,5239023.403
393,F,168,609062.0828,5217905.116
209,F,169,609942.3283,5222620.284
334,M,169,614046.9023,5262570.605
374,M,169,647097.2624,5283908.692
375,F,169,653451.3471,5274775.862
376,F,169,608749.4257,5244234.534
377,F,169,645719.9047,5265274.351
378,F,169,630759.9546,5271098.201
380,F,169,615351.7548,5261800.169
381,F,169,608332.1722,5263767.142
384,F,169,609682.4208,5261079.71
385,F,169,606106.0029,5257823.22
386,F,169,608727.3398,5244202.999
387,F,169,607914.5925,5245339.734
389,F,169,612580.5994,5240315.577
390,F,169,606020.9336,5238816.534
393,F,169,609461.1588,5217913.577
209,F,170,609992.4632,5222656.788
334,M,170,614256.5134,5264180.068
374,M,170,645712.7444,5283279.983
375,F,170,652214.8292,5277313.454
376,F,170,606781.9693,5245432.453
377,F,170,646453.4634,5266088.881
378,F,170,630584.3387,5271482.316
380,F,170,615490.1533,5261811.793
381,F,170,608530.5945,5264194.385
384,F,170,609741.6289,5261056.362
385,F,170,605082.5291,5258733.031
386,F,170,606710.628,5245408.925
387,F,170,606038.3267,5246369.475
389,F,170,612661.2809,5240169.264
390,F,170,605971.9969,5238972.397
393,F,170,609577.4729,5217821.235
209,F,171,609830.6471,5222712.703
334,M,171,613964.1874,5263684.08
374,M,171,645414.7583,5284145.468
376,F,171,609529.2535,5245207.274
377,F,171,646264.1329,5266100.82
378,F,171,630621.737,5271659.944
380,F,171,615386.1653,5261850.876
381,F,171,608548.8785,5264142.474
384,F,171,609596.7478,5260906.9
385,F,171,604118.1773,5257606.353
386,F,171,606970.6987,5245149.071
387,F,171,604213.8699,5252304.262
389,F,171,612685.5859,5240479.893
390,F,171,605951.0139,5238877.53
393,F,171,609519.623,5217871.302
209,F,172,609922.2456,5222639.921
334,M,172,611185.0201,5263488.279
374,M,172,645686.2583,5283737.479
375,F,172,652318.6285,5277023.69
376,F,172,610571.4485,5243379.138
377,F,172,646121.6455,5266257.384
378,F,172,630814.6138,5271613.119
380,F,172,616490.597,5262573.173
381,F,172,608482.7051,5264421.399
384,F,172,609151.0905,5261369.94
385,F,172,604560.0254,5257179.555
386,F,172,606497.2365,5245428.403
389,F,172,612938.9065,5240991.68
390,F,172,605983.0376,5238989.271
393,F,172,609655.1541,5217765.977
209,F,173,608841.2361,5225502.456
334,M,173,610713.1824,5264581.054
375,F,173,652700.9,5277926.707
376,F,173,610372.289,5243481.01
377,F,173,646325.5473,5266204.662
378,F,173,630900.023,5270924.551
380,F,173,616534.6275,5262669.662
381,F,173,608472.2268,5264174.403
384,F,173,608997.6491,5261760.628
385,F,173,604835.5224,5257120
386,F,173,606040.7723,5246359.514
387,F,173,603796.729,5252851.591
389,F,173,612999.2054,5240764.938
390,F,173,605674.9974,5238875.909
393,F,173,609511.4819,5217860.035
209,F,174,607318.3294,5227093.193
334,M,174,610931.6638,5264615.212
374,M,174,647644.2688,5283981.502
375,F,174,652667.5587,5277936.954
376,F,174,608703.2048,5244241.462
377,F,174,646470.5229,5266069.293
378,F,174,630885.9514,5270847.515
380,F,174,616457.2649,5262582.515
381,F,174,608202.7068,5263844.788
384,F,174,608932.12,5262124.05
385,F,174,604898.4707,5256846.541
386,F,174,604337.226,5252368.707
387,F,174,604006.7757,5252919.787
389,F,174,613060.5027,5240722.758
390,F,174,606056.849,5239216.265
393,F,174,609709.1713,5217718.063
209,F,175,607258.8685,5227363.355
334,M,175,611125.4528,5263967.416
374,M,175,647402.8422,5284086.579
375,F,175,652541.6187,5277981.472
376,F,175,607013.3575,5245254.345
377,F,175,646236.4447,5265973.358
378,F,175,630859.3749,5271395.08
380,F,175,616425.2621,5262600.778
381,F,175,608023.6806,5263670.274
384,F,175,609458.1713,5261547.992
385,F,175,605934.1871,5257277.607
386,F,175,604182.7409,5252272.582
387,F,175,604187.326,5252269.329
389,F,175,612966.5248,5240734.295
390,F,175,606089.238,5239013.415
393,F,175,609447.6655,5217904.435
209,F,176,607362.438,5227042.858
334,M,176,612520.6718,5264452.136
374,M,176,648098.2759,5284403.405
376,F,176,606541.4715,5245446.99
377,F,176,646221.8144,5266046.384
378,F,176,630879.84,5270885.182
380,F,176,616465.9914,5262598.253
381,F,176,608052.1183,5263720.827
384,F,176,610150.0941,5260891.718
385,F,176,606370.7834,5256775.25
386,F,176,604332.3983,5252088.48
387,F,176,604356.1457,5252153.379
389,F,176,612603.5446,5240618.398
390,F,176,606565.9956,5239122.065
393,F,176,609515.9523,5217864.564
209,F,177,607543.496,5227212.893
334,M,177,611375.5192,5264598.081
374,M,177,648618.8321,5284275.464
375,F,177,652519.2735,5277313.635
376,F,177,606492.6046,5245433.877
377,F,177,646131.6496,5266218.714
378,F,177,630728.9053,5270972.973
380,F,177,616339.7494,5262582.4
381,F,177,608207.6626,5263576.957
384,F,177,610448.7137,5261198.623
386,F,177,603967.6948,5252783.471
387,F,177,603959.398,5252783.324
389,F,177,612594.5499,5240179.105
390,F,177,605970.9377,5239283.642
393,F,177,609524.2165,5217869.164
209,F,178,605674.082,5235549.838
334,M,178,610101.1455,5263532.254
374,M,178,648689.6515,5284207.216
375,F,178,652499.8759,5277968.146
376,F,178,606006.6891,5246657.939
377,F,178,646258.0005,5266105.114
378,F,178,630622.0161,5271681.076
380,F,178,616449.2693,5262567.903
381,F,178,608186.0113,5263688.839
384,F,178,609756.1598,5261205.605
385,F,178,606369.9457,5258523.926
386,F,178,604143.8017,5252680.985
387,F,178,604190.4435,5252646.24
389,F,178,612143.9705,5240928.688
390,F,178,606163.0038,5239074.772
393,F,178,609335.2287,5217910.143
209,F,179,605690.0277,5235462.304
334,M,179,610564.6946,5263991.25
375,F,179,652015.1877,5276955.71
376,F,179,606543.8402,5245941.727
377,F,179,646149.9861,5266148.004
378,F,179,630888.9843,5270846.471
380,F,179,616333.0557,5262464.42
381,F,179,608028.3415,5263662.579
384,F,179,610015.8725,5260856.954
385,F,179,606449.3546,5258550.938
386,F,179,604053.9111,5252729.415
387,F,179,604244.0313,5252390.396
389,F,179,612729.5473,5240237.272
390,F,179,605966.3618,5239285.783
393,F,179,609722.7279,5217682.741
209,F,180,605627.8585,5235637.942
334,M,180,610962.4465,5263548.532
374,M,180,647417.5745,5283535.374
375,F,180,652355.77,5277126.974
376,F,180,606567.5811,5246215.628
377,F,180,646271.6951,5266250.018
378,F,180,630687.9774,5271490.197
380,F,180,616048.191,5262507.68
381,F,180,608334.8969,5264148.511
384,F,180,610292.3665,5261098.954
385,F,180,606243.6236,5258548.314
386,F,180,603807.5119,5252881.797
387,F,180,603884.1955,5252939.849
389,F,180,612530.0073,5240470.249
390,F,180,606167.9862,5239176.023
393,F,180,609423.6523,5217889.541
209,F,181,605057.1974,5239507.397
334,M,181,611673.2418,5263755.504
374,M,181,648163.2158,5284182.648
375,F,181,652636.6166,5277941.703
376,F,181,607955.764,5245483.896
377,F,181,646218.9428,5266040.753
378,F,181,630453.5204,5271815.18
380,F,181,616477.6213,5262733.009
381,F,181,608717.332,5264681.452
384,F,181,610386.849,5261162.992
385,F,181,605783.9676,5258582.239
386,F,181,603817.1723,5252847.506
387,F,181,603818.5825,5252853.089
389,F,181,612583.9666,5240376.785
390,F,181,605839.4897,5239360.207
393,F,181,609465.7728,5217910.327
