altid,timestamp,long_x,lat_y,used,dist_to_water,cos_aspect,sin_aspect,elevation,slope,hab_type,veg_class
P040,,0,0,0,1686.358603,1.69466,1.71934,1695,0,2081,2
P040,,0,0,0,1033.55182,1.69466,1.71934,1704,1,2081,2
P040,,0,0,0,516.6919029,1.69466,1.71934,1744,0,2081,2
P040,,0,0,0,530.1650413,1.69466,1.71934,1698,0,2081,2
P040,,0,0,0,5212.276793,1.69466,1.71934,1703,0,2081,2
P040,,0,0,0,2524.136906,1.22282,0.0251415,1633,8,2081,2
P040,,0,0,0,1718.330723,1.69466,1.71934,1391,1,2081,2
P040,,0,0,0,3119.76031,0.277717,1.6916,1482,3,2081,2
P040,,0,0,0,7064.35513,1.69466,1.71934,1706,0,2081,2
P040,,0,0,0,4698.707208,0.959764,0.000809789,1570,3,2081,2
P040,,0,0,0,1701.971382,1.69466,1.71934,1473,1,2081,2
P040,,0,0,0,1500.517328,1.69466,1.71934,1807,1,2081,2
P040,,0,0,0,4272.491628,1.69466,1.71934,1410,1,2081,2
P040,,0,0,0,2477.049958,1.69466,1.71934,1704,0,2081,2
P040,,0,0,0,8342.651499,1.69466,1.71934,1710,0,2081,2
P040,,0,0,0,2037.221704,1.69466,1.71934,1367,0,2081,2
P040,,0,0,0,2151.4946,1.69466,1.71934,1431,1,2081,2
P040,,0,0,0,4434.488434,1.69466,1.71934,1703,0,2081,2
P040,,0,0,0,1574.620906,1.69466,1.71934,1464,1,2081,2
P040,,0,0,0,5284.43957,1.69466,1.71934,1715,1,2081,2
P040,,0,0,0,4891.875193,1.69466,1.71934,1703,0,2081,2
P040,,0,0,0,3932.249223,1.69466,1.71934,1499,1,2081,2
P040,,0,0,0,5417.496195,1.69466,1.71934,1703,0,2081,2
P040,,0,0,0,1572.709791,1.69466,1.71934,1391,1,2081,2
P040,,0,0,0,5413.849398,1.69516,0.281143,1631,4,2081,2
P040,,0,0,0,1371.02449,1.69466,1.71934,1470,0,2081,2
P040,,0,0,0,1491.840299,1.69466,1.71934,1412,1,2081,2
P040,,0,0,0,2448.072988,1.69466,1.71934,1718,1,2081,2
P040,,0,0,0,2407.963487,1.69466,1.71934,1704,0,2081,2
P040,,0,0,0,284.1436093,1.69466,1.71934,1711,0,2081,2
P040,,0,0,0,4061.333215,0.038476,1.27472,1540,4,2081,2
P040,,0,0,0,10895.53218,1.69466,1.71934,1643,1,2081,2
P040,,0,0,0,6017.590632,1.69466,1.71934,1530,2,2081,2
P040,,0,0,0,3301.311365,1.69466,1.71934,1448,1,2081,2
P040,,0,0,0,281.0479883,1.69466,1.71934,1708,1,2081,2
P040,,0,0,0,98.58679092,2,1,1548,3,2081,2
P040,,0,0,0,11813.15894,1.90374,0.571914,1740,18,2081,2
P040,,0,0,0,4823.103312,0.718365,1.95952,1545,3,2081,2
P040,,0,0,0,3887.472464,1.94803,0.681825,1532,3,2081,2
P040,,0,0,0,3905.62754,1.69466,1.71934,1474,2,2081,2
P040,,0,0,0,6893.230058,1.69466,1.71934,1706,0,2081,2
P040,,0,0,0,188.669922,1.69466,1.71934,1492,1,2081,2
P040,,0,0,0,2077.947827,1.69466,1.71934,1711,2,2081,2
P040,,0,0,0,6505.775449,1.935,1.35465,1564,4,2081,2
P040,,0,0,0,5738.073074,1.69466,1.71934,1703,0,2081,2
P040,,0,0,0,6288.10678,1.69466,1.71934,1488,1,2081,2
P040,,0,0,0,1991.257457,1.69466,1.71934,1747,1,2081,2
P040,,0,0,0,4028.253734,1.69466,1.71934,1526,2,2081,2
P040,,0,0,0,3430.38889,0.251585,1.66323,1553,2,2081,2
P040,,0,0,0,5212.727095,1.69466,1.71934,1506,1,2081,2
P040,,0,0,0,5774.853547,1.69466,1.71934,1710,0,2081,2
P040,,0,0,0,5556.799045,1.89342,0.550768,1630,6,2081,2
P040,,0,0,0,2962.713875,1.69466,1.71934,1752,2,2081,2
P040,,0,0,0,3390.403913,1.69466,1.71934,1477,1,2081,2
P040,,0,0,0,1608.172519,1.69466,1.71934,1482,1,2081,2
P040,,0,0,0,8069.6354,1.69466,1.71934,1705,0,2081,2
P040,,0,0,0,3798.929354,1.69466,1.71934,1705,0,2081,2
P040,,0,0,0,455.7691931,1.69466,1.71934,1713,0,2081,2
P040,,0,0,0,756.8337932,0,1,1500,2,2081,2
P040,,0,0,0,4504.96455,1.69466,1.71934,1704,0,2081,2
P040,,0,0,0,1025.701328,1.69466,1.71934,1366,0,2081,2
P040,,0,0,0,4917.890863,0.9666,0.000557959,1562,3,2081,2
P040,,0,0,0,1057.389719,1.69466,1.71934,1484,0,2081,2
P040,,0,0,0,4173.877656,0.0500742,0.687524,1556,2,2081,2
P040,,0,0,0,5543.801103,1.69466,1.71934,1464,0,2081,2
P040,,0,0,0,4073.858454,1.99741,0.928022,1540,3,2081,2
P040,,0,0,0,2149.134111,1.69466,1.71934,1695,0,2081,2
P040,,0,0,0,6038.250969,1.69466,1.71934,1703,0,2081,2
P040,,0,0,0,12436.74933,1.69466,1.71934,1734,0,2081,2
P040,,0,0,0,913.4870099,1.69466,1.71934,1470,0,2081,2
P040,,0,0,0,3137.316709,1.69466,1.71934,1507,1,2081,2
P040,,0,0,0,2055.017246,1.69466,1.71934,1716,0,2081,2
P040,,0,0,0,3681.18942,1.55279,0.166683,1570,4,2081,2
P040,,0,0,0,5163.82584,1.69466,1.71934,1703,0,2081,2
P040,,0,0,0,3010.24993,1.69466,1.71934,1431,2,2081,2
P040,,0,0,0,1509.967416,1.69466,1.71934,1377,1,2081,2
P040,,0,0,0,2192.993686,1.69466,1.71934,1404,1,2081,2
P040,,0,0,0,262.4963964,0.04,1.28,1573,5,2081,2
P040,,0,0,0,3204.948046,1.69466,1.71934,1513,1,2081,2
P040,,0,0,0,2527.853517,1.69466,1.71934,1716,1,2081,2
P040,,0,0,0,7306.20007,1.69466,1.71934,1706,0,2081,2
P040,,0,0,0,671.3785711,1.92848,1.37139,1492,4,2081,2
P040,,0,0,0,908.4227629,1.69466,1.71934,1409,1,2081,2
P040,,0,0,0,787.2551526,1.69466,1.71934,1704,0,2081,2
P040,,0,0,0,2968.388309,1.69466,1.71934,1714,0,2081,2
P040,,0,0,0,2805.11068,1.69466,1.71934,1729,1,2081,2
P040,,0,0,0,2655.697309,1.69466,1.71934,1704,0,2081,2
P040,,0,0,0,1606.000294,1.58374,1.81194,1449,3,2081,2
P040,,0,0,0,2670.050755,1.69466,1.71934,1709,0,2081,2
P040,,0,0,0,793.4501059,1.69466,1.71934,1404,1,2081,2
P040,,0,0,0,1712.561933,1.69466,1.71934,1725,1,2081,2
P040,,0,0,0,3410.321572,1.69466,1.71934,1703,0,2081,2
P040,,0,0,0,1534.498845,1.69466,1.71934,1432,2,2081,2
P040,,0,0,0,7279.740693,1.69466,1.71934,1703,0,2081,2
P040,,0,0,0,4166.796735,1.69466,1.71934,1705,0,2081,2
P040,,0,0,0,3046.902916,1.69466,1.71934,1436,1,2081,2
P040,,0,0,0,7086.809313,1.69466,1.71934,1703,0,2081,2
P040,,0,0,0,1258.5434,1.69466,1.71934,1705,1,2081,2
P040,,0,0,0,6060.903979,1.69466,1.71934,1726,0,2081,2
P040,,0,0,0,2300.1847,1.69466,1.71934,1714,1,2081,2
P040,,0,0,0,1533.740388,1.69466,1.71934,1477,1,2081,2
P040,,0,0,0,3335.594289,1.69466,1.71934,1397,1,2081,2
P040,,0,0,0,5612.224021,1.69466,1.71934,1703,0,2081,2
P041,,0,0,0,4232.181072,1.71589,1.69821,1549,2,2081,2
P041,,0,0,0,3420.900782,1.69466,1.71934,1397,1,2081,2
P041,,0,0,0,4888.620649,0.363897,1.7716,1598,2,2081,2
P041,,0,0,0,5146.712242,1.69466,1.71934,1441,1,2081,2
P041,,0,0,0,2479.619225,0.317058,1.73047,1491,3,2081,2
P041,,0,0,0,5855.7269,1.6615,0.250059,1662,4,2081,2
P041,,0,0,0,929.0803426,1.69466,1.71934,1418,1,2081,2
P041,,0,0,0,5228.524491,1.69466,1.71934,1500,1,2081,2
P041,,0,0,0,3530.075048,1.99984,1.01772,1454,2,2081,2
P041,,0,0,0,4900.537564,1.69466,1.71934,1459,2,2081,2
P041,,0,0,0,3339.57627,1.69466,1.71934,1440,2,2081,2
P041,,0,0,0,2063.791578,1.70711,1.70711,1833,2,2081,2
P041,,0,0,0,6888.427259,1.69466,1.71934,1704,0,2081,2
P041,,0,0,0,1467.165665,1.69466,1.71934,1730,1,2081,2
P041,,0,0,0,3594.421202,1.69466,1.71934,1434,1,2081,2
P041,,0,0,0,2681.544884,1.69466,1.71934,1466,1,2081,2
P041,,0,0,0,6142.282412,1.69466,1.71934,1730,0,2081,2
P041,,0,0,0,3061.94083,1.69466,1.71934,1516,2,2081,2
P041,,0,0,0,4984.771175,0.0240769,1.21811,1572,4,2081,2
P041,,0,0,0,4258.137343,1.69466,1.71934,1703,0,2081,2
P041,,0,0,0,943.2610931,1.69466,1.71934,1725,0,2081,2
P041,,0,0,0,5020.401062,1.69466,1.71934,1581,1,2081,2
P041,,0,0,0,5296.014011,1.69466,1.71934,1481,2,2081,2
P041,,0,0,0,6324.388743,1.69466,1.71934,1705,1,2081,2
P041,,0,0,0,4828.069156,1.69466,1.71934,1573,0,2081,2
P041,,0,0,0,6810.154849,1.69466,1.71934,1703,0,2081,2
P041,,0,0,0,5321.712719,1.74025,0.327665,1504,3,2081,2
P041,,0,0,0,3361.470148,1.69466,1.71934,1384,1,2081,2
P041,,0,0,0,7416.255118,1.69466,1.71934,1703,0,2081,2
P041,,0,0,0,5196.687724,1.97014,0.757464,1586,3,2081,2
P041,,0,0,0,4900.313116,1.69466,1.71934,1722,0,2081,2
P041,,0,0,0,1841.823416,1.69466,1.71934,1473,0,2081,2
P041,,0,0,0,4903.371025,1.40744,1.91323,1564,2,2081,2
P041,,0,0,0,5313.557504,1.41856,0.0918096,1452,4,2081,2
P041,,0,0,0,4645.704967,1.69466,1.71934,1418,1,2081,2
P041,,0,0,0,7141.130307,0.314635,0.2718,1562,4,2081,2
P041,,0,0,0,5019.068521,1.69466,1.71934,1704,0,2081,2
P041,,0,0,0,3851.51667,1.70711,0.292893,1722,2,2081,2
P041,,0,0,0,1548.658814,1.69466,1.71934,1698,1,2081,2
P041,,0,0,0,12757.92643,1.69466,1.71934,1747,1,2081,2
P041,,0,0,0,363.6048695,1.69466,1.71934,1404,1,2081,2
P041,,0,0,0,5337.645986,1.69466,1.71934,1703,0,2081,2
P041,,0,0,0,4491.939078,1.9991,0.957485,1488,2,2081,2
P041,,0,0,0,3358.970298,1.69466,1.71934,1516,1,2081,2
P041,,0,0,0,3339.457827,0.552786,1.89443,1555,2,2081,2
P041,,0,0,0,6972.202705,1.69466,1.71934,1706,0,2081,2
P041,,0,0,0,2478.834294,1.69466,1.71934,1452,1,2081,2
P041,,0,0,0,2930.401548,1.69466,1.71934,1434,1,2081,2
P041,,0,0,0,2852.831259,1.99405,1.10894,1853,3,2081,2
P041,,0,0,0,5260.983991,1.54076,1.84118,1591,3,2081,2
P041,,0,0,0,1261.278375,1.69466,1.71934,1465,0,2081,2
P041,,0,0,0,5106.965463,1.69466,1.71934,1703,0,2081,2
P041,,0,0,0,1834.99052,1.69466,1.71934,1460,1,2081,2
P041,,0,0,0,1890.19025,1.69466,1.71934,1465,1,2081,2
P041,,0,0,0,3516.65769,0.817821,1.98327,1507,1,2081,2
P041,,0,0,0,2155.656049,1.69466,1.71934,1461,2,2081,2
P041,,0,0,0,3852.971315,0.114318,0.535707,1506,2,2081,2
P041,,0,0,0,3929.91869,1.69466,1.71934,1704,0,2081,2
P041,,0,0,0,3416.112633,0,1,1549,1,2081,2
P041,,0,0,0,6534.926141,1.69466,1.71934,1706,0,2081,2
P041,,0,0,0,2492.544719,1.69466,1.71934,1724,1,2081,2
P041,,0,0,0,1207.246129,1.69466,1.71934,1409,1,2081,2
P041,,0,0,0,3432.511608,0.125843,0.514357,1545,3,2081,2
P041,,0,0,0,1327.382708,1.69466,1.71934,1720,0,2081,2
P041,,0,0,0,6607.117882,1.69466,1.71934,1710,0,2081,2
P041,,0,0,0,2705.832923,1.69466,1.71934,1715,0,2081,2
P041,,0,0,0,5972.224415,1.69466,1.71934,1705,0,2081,2
P041,,0,0,0,3122.251125,1.43715,0.100613,1549,4,2081,2
P041,,0,0,0,5300.768271,1.69466,1.71934,1720,0,2081,2
P041,,0,0,0,2295.536793,0.096187,1.42793,1513,3,2081,2
P041,,0,0,0,7245.877793,1.69466,1.71934,1707,0,2081,2
P041,,0,0,0,6335.465924,1.89049,0.545003,1566,3,2081,2
P041,,0,0,0,2292.985029,1.69466,1.71934,1466,2,2081,2
P041,,0,0,0,4527.759333,2,0.998148,1524,2,2081,2
P041,,0,0,0,1117.081968,0.0049628,1.0995,1508,4,2081,2
P041,,0,0,0,1922.176327,1.69466,1.71934,1745,1,2081,2
P041,,0,0,0,1633.361624,1.69466,1.71934,1705,0,2081,2
P041,,0,0,0,2141.218897,1.69466,1.71934,1476,0,2081,2
P041,,0,0,0,4009.957213,1.69466,1.71934,1709,0,2081,2
P041,,0,0,0,4536.259673,1.69466,1.71934,1711,1,2081,2
P041,,0,0,0,707.1844249,1,0,1690,1,2081,2
P041,,0,0,0,3427.444909,0,1,1549,1,2081,2
P041,,0,0,0,3178.741892,1.69466,1.71934,1715,1,2081,2
P041,,0,0,0,2292.486411,1.69466,1.71934,1714,0,2081,2
P041,,0,0,0,1365.874394,1.69466,1.71934,1706,0,2081,2
P041,,0,0,0,651.3534798,1.69466,1.71934,1706,0,2081,2
P041,,0,0,0,3737.534548,1.69466,1.71934,1349,0,2081,2
P041,,0,0,0,5149.121858,1.69466,1.71934,1557,2,2081,2
P041,,0,0,0,5000.009724,1.69466,1.71934,1703,0,2081,2
P041,,0,0,0,3795.780573,1.69466,1.71934,1704,0,2081,2
P041,,0,0,0,6551.533488,1.69466,1.71934,1703,0,2081,2
P041,,0,0,0,3875.914942,1.69466,1.71934,1371,1,2081,2
P041,,0,0,0,1724.110636,1.69466,1.71934,1704,0,2081,2
P041,,0,0,0,2336.342235,1.69466,1.71934,1405,1,2081,2
P041,,0,0,0,7133.763975,1.69466,1.71934,1706,0,2081,2
P041,,0,0,0,2700.400924,1.69466,1.71934,1429,1,2081,2
P041,,0,0,0,3265.923206,1.69466,1.71934,1507,1,2081,2
P041,,0,0,0,1452.090563,1.69466,1.71934,1470,2,2081,2
P041,,0,0,0,3065.276866,1.69466,1.71934,1704,0,2081,2
P041,,0,0,0,3648.384387,1.69466,1.71934,1704,0,2081,2
P041,,0,0,0,2343.50068,1.69466,1.71934,1491,0,2081,2
P041,,0,0,0,2316.790373,1.69466,1.71934,1425,1,2081,2
P041,,0,0,0,6508.354643,1.69466,1.71934,1703,0,2081,2
P041,,0,0,0,2229.012059,1.69466,1.71934,1714,1,2081,2
P041,,0,0,0,2743.794495,1.69466,1.71934,1415,0,2081,2
P041,,0,0,0,2856.904052,1.97287,0.768647,1550,3,2081,2
P041,,0,0,0,2870.590216,1.69466,1.71934,1349,1,2081,2
P041,,0,0,0,3706.059057,1.69466,1.71934,1483,1,2081,2
P041,,0,0,0,7387.276214,1.69466,1.71934,1707,0,2081,2
P041,,0,0,0,3722.036708,1.60971,0.207376,1453,5,2081,2
P041,,0,0,0,3837.754661,1.77794,1.62834,1459,3,2081,2
P041,,0,0,0,2039.392979,1.69466,1.71934,1729,1,2081,2
P041,,0,0,0,6451.072284,1.69466,1.71934,1700,0,2081,2
P041,,0,0,0,2841.178862,1.69466,1.71934,1704,0,2081,2
P041,,0,0,0,2565.36452,1.69466,1.71934,1526,2,2081,2
P041,,0,0,0,3610.091464,1.69466,1.71934,1729,0,2081,2
P041,,0,0,0,2762.574571,0.699566,1.9538,1475,2,2081,2
P041,,0,0,0,4642.117506,0.502929,1.86771,1583,3,2081,2
P041,,0,0,0,6428.268118,1.69466,1.71934,1545,2,2081,2
P041,,0,0,0,2903.596137,0.82762,0.0149695,1534,4,2081,2
P041,,0,0,0,3766.215804,1.69466,1.71934,1704,0,2081,2
P041,,0,0,0,5612.949512,1.57549,0.182194,1510,4,2081,2
P041,,0,0,0,4541.902055,1.69466,1.71934,1707,0,2081,2
P041,,0,0,0,4956.61777,1.69466,1.71934,1713,0,2081,2
P041,,0,0,0,2094.029623,1.69466,1.71934,1399,1,2081,2
P041,,0,0,0,6831.563701,1.69466,1.71934,1706,0,2081,2
P041,,0,0,0,628.4244561,1.69466,1.71934,1414,2,2081,2
P041,,0,0,0,2300.547142,1.69466,1.71934,1710,0,2081,2
P041,,0,0,0,1092.045179,1.99388,0.889569,1588,9,2081,2
P041,,0,0,0,933.7619568,1.69466,1.71934,1722,1,2081,2
P041,,0,0,0,5165.25454,1.69466,1.71934,1704,0,2081,2
P041,,0,0,0,4488.629013,1.69466,1.71934,1705,0,2081,2
P041,,0,0,0,7533.523393,1.69466,1.71934,1705,0,2081,2
P041,,0,0,0,4895.474236,1.69466,1.71934,1717,0,2081,2
P041,,0,0,0,6224.385522,1.69466,1.71934,1707,0,2081,2
P041,,0,0,0,3419.000941,1.69466,1.71934,1704,0,2081,2
P041,,0,0,0,3396.568568,1.69466,1.71934,1529,1,2081,2
P041,,0,0,0,2159.197522,1.69466,1.71934,1508,2,2081,2
P041,,0,0,0,5758.353922,1.69466,1.71934,1724,1,2081,2
P041,,0,0,0,2894.67221,1.69466,1.71934,1703,0,2081,2
P041,,0,0,0,1942.533131,1.69466,1.71934,1704,0,2081,2
P041,,0,0,0,1265.559683,1.69466,1.71934,1464,0,2081,2
P041,,0,0,0,588.2759923,1.69466,1.71934,1715,0,2081,2
P041,,0,0,0,1285.271565,1.69466,1.71934,1487,2,2081,2
P041,,0,0,0,1972.625712,1.69466,1.71934,1376,1,2081,2
P041,,0,0,0,5397.993703,1.69466,1.71934,1747,0,2081,2
P041,,0,0,0,7030.045858,1.69466,1.71934,1706,0,2081,2
P041,,0,0,0,1694.041331,1.69466,1.71934,1710,0,2081,2
P041,,0,0,0,665.3403588,1.69466,1.71934,1482,0,2081,2
P041,,0,0,0,6342.401038,1.69466,1.71934,1704,0,2081,2
P041,,0,0,0,4979.258462,1.69466,1.71934,1703,0,2081,2
P041,,0,0,0,6233.283083,1.69466,1.71934,1705,0,2081,2
P041,,0,0,0,4452.224134,1.69466,1.71934,1703,0,2081,2
P041,,0,0,0,5726.773169,1.69466,1.71934,1704,0,2081,2
P041,,0,0,0,2288.758925,1.69466,1.71934,1707,0,2081,2
P041,,0,0,0,3120.571612,1.69466,1.71934,1710,0,2081,2
P041,,0,0,0,5244.061954,1.69466,1.71934,1704,0,2081,2
P041,,0,0,0,2190.579509,1.69466,1.71934,1709,0,2081,2
P041,,0,0,0,1772.425751,1.69466,1.71934,1704,0,2081,2
P041,,0,0,0,5660.121091,1.69466,1.71934,1708,0,2081,2
P041,,0,0,0,2140.267614,1.69466,1.71934,1703,0,2081,2
P041,,0,0,0,4988.238122,1.69466,1.71934,1707,0,2081,2
P041,,0,0,0,2006.050007,1.69466,1.71934,1704,0,2081,2
P041,,0,0,0,8603.091521,1.69466,1.71934,1707,0,2081,2
P041,,0,0,0,5707.558202,1.69466,1.71934,1723,0,2081,2
P041,,0,0,0,7155.185494,1.69466,1.71934,1703,0,2081,2
P041,,0,0,0,4982.352111,1.69466,1.71934,1708,0,2081,2
P041,,0,0,0,6355.441651,1.69466,1.71934,1703,0,2081,2
P041,,0,0,0,6888.271043,1.69466,1.71934,1706,0,2081,2
P041,,0,0,0,5620.459938,1.69466,1.71934,1703,0,2081,2
P041,,0,0,0,6621.698235,1.69466,1.71934,1703,0,2081,2
P041,,0,0,0,6334.061038,1.69466,1.71934,1703,0,2081,2
P041,,0,0,0,3272.703177,1.69466,1.71934,1706,0,2081,2
P041,,0,0,0,4044.124559,1.69466,1.71934,1709,0,2081,2
P041,,0,0,0,7107.680728,1.69466,1.71934,1704,0,2081,2
P041,,0,0,0,4885.648878,1.69466,1.71934,1726,1,2081,2
P041,,0,0,0,6158.396323,0.0464174,0.698869,1872,4,2081,2
P041,,0,0,0,3273.153864,1.69466,1.71934,1703,0,2081,2
P041,,0,0,0,6921.720315,1.69466,1.71934,1706,0,2081,2
P041,,0,0,0,4328.594567,1.69466,1.71934,1716,0,2081,2
P041,,0,0,0,2628.870963,1.69466,1.71934,1706,0,2081,2
P041,,0,0,0,1509.033229,1.69466,1.71934,1705,0,2081,2
P041,,0,0,0,2398.836526,1.69466,1.71934,1713,0,2081,2
P041,,0,0,0,1530.252371,1.69466,1.71934,1695,0,2081,2
P041,,0,0,0,5932.881897,1.69466,1.71934,1705,0,2081,2
P041,,0,0,0,4960.949343,1.69466,1.71934,1702,0,2081,2
P041,,0,0,0,5117.788173,1.69466,1.71934,1703,0,2081,2
P041,,0,0,0,3478.871423,1.69466,1.71934,1704,0,2081,2
P041,,0,0,0,5168.596201,1.69466,1.71934,1705,0,2081,2
P041,,0,0,0,3255.663006,1.69466,1.71934,1704,0,2081,2
P041,,0,0,0,6889.06284,1.69466,1.71934,1710,0,2081,2
P041,,0,0,0,320.4263065,0.77387,1.9741,1921,2,2125,6
P041,,0,0,0,487.666872,1.69466,1.71934,1915,1,2125,6
P041,,0,0,0,4593.01675,1.92002,1.39186,2184,16,2125,6
P041,,0,0,0,2204.389903,1.69466,1.71934,1792,1,2125,6
P041,,0,0,0,3624.540392,0.4453,1.83205,1972,19,2125,6
P041,,0,0,0,1039.164572,0.198567,1.59808,2046,11,2125,6
P041,,0,0,0,556.3028215,0.457475,1.84004,1950,14,2125,6
P041,,0,0,0,1783.63194,1.74457,1.66754,2036,13,2125,6
P041,,0,0,0,4630.446937,0.593861,0.0861885,1749,10,2125,6
P041,,0,0,0,711.3188928,0.830276,0.0145082,2084,21,2125,6
P041,,0,0,0,352.6313235,0.253803,0.334275,1922,6,2125,6
P041,,0,0,0,109.2393973,0.0513167,1.31623,2036,4,2125,6
P041,,0,0,0,13533.38785,1.69466,1.71934,1742,0,2125,6
P041,,0,0,0,1202.68826,1.82984,1.558,1987,11,2125,6
P041,,0,0,0,2732.37682,0.511258,0.127572,1797,2,2125,6
P041,,0,0,0,3863.39796,0.9029,1.99527,2159,15,2125,6
P041,,0,0,0,647.9561407,0.153908,0.466962,1958,4,2125,6
P041,,0,0,0,273.596435,0.306058,0.27997,1935,4,2125,6
P041,,0,0,0,1847.663426,1.68536,0.2718,2259,30,2125,6
P041,,0,0,0,5430.776518,0.950253,1.99876,1792,2,2125,6
P041,,0,0,0,1156.317626,0.173978,0.436362,2069,12,2125,6
P041,,0,0,0,4936.796582,0.20799,0.389492,1996,11,2125,6
P041,,0,0,0,2932.07429,0.0105389,1.1448,2034,23,2125,6
P041,,0,0,0,339.3818494,1.94559,0.674636,1955,6,2125,6
P041,,0,0,0,4905.070454,0.135053,1.50186,1788,3,2125,6
P041,,0,0,0,1588.136475,1.86619,0.500278,2258,16,2125,6
P041,,0,0,0,563.1611513,0.414995,0.18897,2226,21,2125,6
P041,,0,0,0,4390.650534,1.69414,0.280156,2237,21,2125,6
P041,,0,0,0,3743.754494,1.87823,1.47824,1824,3,2125,6
P041,,0,0,0,3013.707901,1.99504,1.0995,2236,17,2125,6
P041,,0,0,0,2534.571477,0.0783646,1.38806,2044,18,2125,6
P041,,0,0,0,406.3641726,1.74124,1.67124,2012,6,2125,6
P041,,0,0,0,455.4903912,1.81068,0.414509,2013,5,2125,6
P041,,0,0,0,2673.865337,0.316198,0.270333,1824,4,2125,6
P041,,0,0,0,712.9956816,0.87137,0.00830728,2188,14,2125,6
P041,,0,0,0,1237.255422,1.78197,1.62331,1992,4,2125,6
P041,,0,0,0,794.2386925,1.79741,0.396557,2669,14,2125,6
P041,,0,0,0,2433.386593,0.0660614,1.35743,2132,19,2125,6
P041,,0,0,0,5017.762058,1.69466,1.71934,1718,1,2125,6
P041,,0,0,0,526.2318183,1.99978,0.978952,1931,18,2125,6
P041,,0,0,0,3577.120343,1.67367,1.73904,1853,2,2125,6
P041,,0,0,0,1793.963257,1.40716,0.0866428,2074,13,2125,6
P041,,0,0,0,2662.768553,1.69466,1.71934,1770,0,2125,6
P041,,0,0,0,3150.491496,0.266239,0.320592,1907,6,2125,6
P041,,0,0,0,2092.352965,0.0989984,1.43382,2001,3,2125,6
P041,,0,0,0,2167.634831,0.284624,1.69874,1921,3,2125,6
P041,,0,0,0,333.4713166,1.90482,0.574203,2044,3,2125,6
P041,,0,0,0,811.0770761,1.39873,1.91707,1907,12,2125,6
P041,,0,0,0,2023.092816,0.878109,0.00745654,2226,22,2125,6
P041,,0,0,0,2058.240618,0.0966118,0.571176,1870,2,2125,6
P041,,0,0,0,1767.287522,1.07298,1.99733,2051,7,2125,6
P041,,0,0,0,1491.014482,1.72954,1.68394,2194,26,2125,6
P041,,0,0,0,3235.649132,1.02631,0.000346065,1813,3,2125,6
P041,,0,0,0,677.5068946,0.0435703,1.29196,1978,12,2125,6
P041,,0,0,0,198.9098901,1.96932,0.754192,1917,3,2125,6
P041,,0,0,0,26.57918409,0.0781134,0.61254,1960,4,2125,6
P041,,0,0,0,2011.488541,0.0364821,1.26764,2345,18,2125,6
P041,,0,0,0,1618.16448,0.215441,1.62005,1932,13,2125,6
P041,,0,0,0,474.1363424,1.60091,0.200681,2096,14,2125,6
P041,,0,0,0,2868.374965,0.770961,1.97342,1828,4,2125,6
P041,,0,0,0,8918.670711,0.00313461,1.07912,2018,5,2125,6
P041,,0,0,0,422.6379791,0.306934,0.279126,2053,6,2125,6
P041,,0,0,0,2123.600468,1.58124,0.186267,2299,21,2125,6
P041,,0,0,0,2633.519968,0.638472,0.0676387,2379,27,2180,6
P041,,0,0,0,2632.199954,0.105573,0.552786,2347,31,2180,6
P041,,0,0,0,3140.26815,1.92132,0.611187,1855,2,2181,7
P041,,0,0,0,1230.691592,1.40182,0.0842824,1815,2,2181,7
P041,,0,0,0,1087.325268,0.325252,0.261952,1830,3,2181,7
P041,,0,0,0,953.5223162,0,1,1819,2,2181,7
P041,,0,0,0,4114.083262,0.65335,0.0620055,1606,5,2208,7
P041,,0,0,0,6248.374613,0.00094384,1.04344,1635,7,2208,7
P041,,0,0,0,4871.609817,1.97461,0.776102,2165,5,2208,7
P042,,0,0,0,5735.23674,1.69466,1.71934,1704,0,2081,2
P042,,0,0,0,618.6433626,1.69466,1.71934,1706,0,2081,2
P042,,0,0,0,6072.900087,1.69466,1.71934,1705,0,2081,2
P042,,0,0,0,2933.213364,1.69466,1.71934,1704,0,2081,2
P042,,0,0,0,5923.394666,1.69466,1.71934,1706,0,2081,2
P042,,0,0,0,2466.120199,1.69466,1.71934,1703,0,2081,2
P042,,0,0,0,6827.031741,1.69466,1.71934,1704,0,2081,2
P042,,0,0,0,5161.279416,1.69466,1.71934,1703,0,2081,2
P042,,0,0,0,5931.181498,1.69466,1.71934,1703,0,2081,2
P042,,0,0,0,7346.381434,1.69466,1.71934,1703,0,2081,2
P042,,0,0,0,5593.129134,1.69466,1.71934,1704,0,2081,2
P042,,0,0,0,4417.287813,1.69466,1.71934,1701,0,2081,2
P042,,0,0,0,5674.534368,1.69466,1.71934,1706,0,2081,2
P042,,0,0,0,3887.211252,1.69466,1.71934,1709,0,2081,2
P042,,0,0,0,7052.733376,1.69466,1.71934,1706,0,2081,2
P042,,0,0,0,2890.071232,1.69466,1.71934,1703,0,2081,2
P042,,0,0,0,5972.879368,1.69466,1.71934,1715,0,2081,2
P042,,0,0,0,4074.411392,1.69466,1.71934,1707,0,2081,2
P042,,0,0,0,5122.99744,1.69466,1.71934,1707,0,2081,2
P042,,0,0,0,4948.489849,1.69466,1.71934,1708,0,2081,2
P042,,0,0,0,5692.5393,1.69466,1.71934,1703,0,2081,2
