altid,timestamp,long_x,lat_y,used,dist_to_water,cos_aspect,sin_aspect,elevation,slope,hab_type,veg_class
OR52,,0,0,0,2292.907999,1.69466,1.71934,1412,1,2079,2
OR52,,0,0,0,2865.16903,1.69466,1.71934,1805,1,2079,2
OR52,,0,0,0,1694.167651,1.69466,1.71934,1754,0,2079,2
OR52,,0,0,0,3175.0067,1.69466,1.71934,1807,2,2079,2
OR52,,0,0,0,5116.192408,1.69466,1.71934,1773,2,2079,2
OR52,,0,0,0,2030.967391,1.69466,1.71934,1786,0,2079,2
OR52,,0,0,0,3246.424967,1,2,1812,1,2079,2
OR52,,0,0,0,486.493741,1.82894,1.55933,1939,3,2079,2
OR52,,0,0,0,911.5339739,1.69466,1.71934,1747,0,2079,2
OR52,,0,0,0,3321.19898,0.316444,1.7299,1782,2,2079,2
OR52,,0,0,0,3055.221464,1.69466,1.71934,1805,2,2079,2
OR52,,0,0,0,1405.453786,0.449541,0.165138,1905,6,2079,2
OR52,,0,0,0,3348.640796,0.141141,1.51221,1780,3,2081,4
OR52,,0,0,0,4765.827192,0.460573,1.84203,1708,4,2081,4
OR52,,0,0,0,3347.748697,1.44481,0.104374,1794,0,2081,4
OR52,,0,0,0,2345.101389,1.69466,1.71934,1409,1,2081,4
OR52,,0,0,0,960.2055573,1.01789,0.000159979,1847,2,2081,4
OR52,,0,0,0,2840.403553,1.69466,1.71934,1808,0,2081,4
OR52,,0,0,0,2735.876271,1.69466,1.71934,1816,1,2081,4
OR52,,0,0,0,5462.250814,0.689598,1.95061,1676,6,2081,4
OR52,,0,0,0,1299.599857,1.8991,1.43775,1861,3,2081,4
OR52,,0,0,0,2867.392,1.69466,1.71934,1811,1,2081,4
OR52,,0,0,0,4980.409143,1.69466,1.71934,1769,1,2081,4
OR52,,0,0,0,2928.251554,0.111973,0.540209,1454,3,2081,4
OR52,,0,0,0,6497.22945,0.676312,0.053836,1626,8,2081,4
OR52,,0,0,0,1206.675072,1.92493,0.619853,2011,12,2081,4
OR52,,0,0,0,5356.677075,1.93335,1.35898,1522,3,2081,4
OR52,,0,0,0,3039.387579,1.69466,1.71934,1811,2,2081,4
OR52,,0,0,0,5003.837465,1.69466,1.71934,1757,0,2081,4
OR52,,0,0,0,3718.314433,0.587832,1.91111,1478,2,2081,4
OR52,,0,0,0,938.8163971,1.69466,1.71934,1804,1,2081,4
OR52,,0,0,0,1029.749923,1.14057,1.99007,1851,3,2081,4
OR52,,0,0,0,4987.059125,1.69466,1.71934,1758,1,2081,4
OR52,,0,0,0,349.7101773,1.69466,1.71934,1811,1,2081,4
OR52,,0,0,0,2098.753824,0,1,1413,2,2081,4
OR52,,0,0,0,5691.445455,1.69466,1.71934,1705,0,2081,4
OR52,,0,0,0,6821.716218,1.69466,1.71934,1703,0,2081,4
OR52,,0,0,0,5545.858616,1.69466,1.71934,1704,0,2081,4
OR52,,0,0,0,152.1651238,1.69466,1.71934,1704,0,2081,4
OR52,,0,0,0,4047.67479,1.69466,1.71934,1703,0,2081,4
OR52,,0,0,0,3500.27544,1.69466,1.71934,1703,0,2081,4
OR52,,0,0,0,3999.795472,1.69466,1.71934,1704,0,2081,4
OR52,,0,0,0,1015.468656,1.69466,1.71934,1704,0,2081,4
OR52,,0,0,0,6409.197178,1.69466,1.71934,1703,0,2081,4
OR52,,0,0,0,3545.933722,1.69466,1.71934,1705,0,2081,4
OR52,,0,0,0,4155.694638,1.69466,1.71934,1704,0,2081,4
OR52,,0,0,0,2541.159024,1.69466,1.71934,1704,0,2081,4
OR52,,0,0,0,1885.83379,0.364293,0.22807,1734,12,2081,4
OR52,,0,0,0,1254.81509,1.69466,1.71934,1704,0,2081,4
OR52,,0,0,0,3328.765278,1.69466,1.71934,1703,0,2081,4
OR52,,0,0,0,3410.079829,1.69466,1.71934,1705,0,2081,4
OR52,,0,0,0,1906.340695,1.69466,1.71934,1451,1,2081,4
OR52,,0,0,0,8071.569887,1.69466,1.71934,1704,0,2081,4
OR52,,0,0,0,3225.486692,1.69466,1.71934,1704,0,2081,4
OR52,,0,0,0,2313.548666,1.69466,1.71934,1704,0,2081,4
OR52,,0,0,0,2328.440677,1.69466,1.71934,1704,0,2081,4
OR52,,0,0,0,3030.306145,1.69466,1.71934,1705,0,2081,4
OR52,,0,0,0,4685.575519,1.69466,1.71934,1703,0,2081,4
OR52,,0,0,0,28.34445198,1.69466,1.71934,1711,0,2081,4
OR52,,0,0,0,4699.050415,1.69466,1.71934,1707,1,2081,4
OR52,,0,0,0,1805.120264,1.69466,1.71934,1704,0,2081,4
OR52,,0,0,0,7294.972319,1.69466,1.71934,1705,0,2081,4
OR52,,0,0,0,4015.774175,1.69466,1.71934,1704,0,2081,4
OR52,,0,0,0,803.6462379,1.69466,1.71934,1742,1,2181,7
OR52,,0,0,0,1339.074859,1.69466,1.71934,1751,0,2208,3
OR52,,0,0,0,1589.85497,1.69466,1.71934,1756,0,2208,3
OR52,,0,0,0,1289.003596,2,1,1859,2,2208,3
OR52,,0,0,0,2257.461884,1.69466,1.71934,1772,0,2208,3
OR52,,0,0,0,1467.239761,1.69466,1.71934,1756,0,2208,3
OR52,,0,0,0,3790.39353,1.69466,1.71934,1825,2,2208,3
OR52,,0,0,0,1791.644124,1.69466,1.71934,1875,2,2208,3
OR52,,0,0,0,1121.689109,1.96406,0.734314,2005,7,2208,3
OR52,,0,0,0,1218.873995,0.0127589,1.15923,1913,5,2208,3
P001,,0,0,0,12877.24192,0.0625747,1.34819,2040,11,2011,3
P001,,0,0,0,12879.17053,0.205362,1.60708,1985,9,2011,3
P001,,0,0,0,9966.471897,0.858579,1.98995,2398,24,2011,3
P001,,0,0,0,5676.386015,1.83761,0.453732,2153,9,2011,3
P001,,0,0,0,10654.40641,0.186648,0.418227,2159,5,2011,3
P001,,0,0,0,5723.926167,0.6396,1.9328,2235,16,2011,3
P001,,0,0,0,1308.86238,0.598339,0.0842118,2451,23,2011,3
P001,,0,0,0,5647.752532,1.48883,0.127622,2147,12,2011,3
P001,,0,0,0,4594.64909,1.08181,1.99665,2162,16,2019,3
P001,,0,0,0,1545.619734,0.992972,2.46763E-05,2151,2,2019,3
P001,,0,0,0,2223.407123,0.928186,1.99742,2281,27,2019,3
P001,,0,0,0,1806.585587,0.732227,0.0365179,1978,9,2019,3
P001,,0,0,0,2307.211033,1.90443,1.42662,2287,14,2019,3
P001,,0,0,0,2691.0757,1.93755,0.652143,1860,12,2019,3
P001,,0,0,0,1849.864771,0.281521,0.304451,2140,21,2019,3
P001,,0,0,0,5808.353627,0.788138,0.0227004,2021,25,2019,3
P001,,0,0,0,1421.158333,0.0226769,1.21175,2069,25,2019,3
P001,,0,0,0,1883.228415,0.0571986,1.33335,1864,4,2019,3
P001,,0,0,0,3304.476536,1.0461,1.99894,2060,24,2019,3
P001,,0,0,0,5827.527141,0.0824268,1.39757,1707,10,2019,3
P001,,0,0,0,6650.657742,1.96421,1.26516,1945,17,2019,3
P001,,0,0,0,2080.785035,0.470001,0.152002,2194,25,2019,3
P001,,0,0,0,3077.517543,1.64723,1.76229,1930,17,2019,3
P001,,0,0,0,7713.203358,0.00211257,0.935033,1938,6,2019,3
P001,,0,0,0,2936.000985,1.11481,0.00661296,2114,16,2019,3
P001,,0,0,0,5684.918068,1.30743,1.95157,1857,18,2019,3
P001,,0,0,0,12932.85054,0.0704612,0.631276,2054,11,2019,3
P001,,0,0,0,4567.986598,1.29022,1.95696,2009,14,2019,3
P001,,0,0,0,5784.804693,0.0276127,0.766627,2158,15,2019,3
P001,,0,0,0,7459.859668,0.960032,1.9992,2264,29,2019,3
P001,,0,0,0,9426.981208,1.63571,0.22807,1981,5,2019,3
P001,,0,0,0,644.7532966,1.9874,0.841763,2084,10,2019,3
P001,,0,0,0,936.115521,1.5547,0.16795,1964,2,2019,3
P001,,0,0,0,8744.900081,0.0408853,0.716982,2042,8,2019,3
P001,,0,0,0,4791.811929,1.51527,1.85703,2002,17,2019,3
P001,,0,0,0,4366.968495,1.69495,1.71906,1953,7,2019,3
P001,,0,0,0,7714.184973,0.0100505,1.14142,2076,28,2019,3
P001,,0,0,0,9227.246123,1.98704,0.839506,1925,7,2019,3
P001,,0,0,0,5428.12048,1.22162,1.97513,1878,4,2019,3
P001,,0,0,0,2301.551289,1.84668,1.5321,2167,15,2019,3
P001,,0,0,0,1789.950545,1.50702,0.138066,2205,11,2019,3
P001,,0,0,0,3472.985891,1.97496,1.22236,2106,28,2019,3
P001,,0,0,0,3483.115696,1.14247,0.010201,1982,17,2019,3
P001,,0,0,0,2643.736866,0.0194194,0.803884,2100,22,2019,3
P001,,0,0,0,4458.735427,1.92212,0.613096,2099,22,2019,3
P001,,0,0,0,2537.073198,1.45216,0.108064,2256,14,2019,3
P001,,0,0,0,3192.794927,1.78206,1.6232,1892,1,2019,3
P001,,0,0,0,5368.4356,1.99496,1.10027,1854,12,2019,3
P001,,0,0,0,8811.58383,0.0180781,0.810714,2086,28,2019,3
P001,,0,0,0,2179.739918,0.860085,1.99016,2037,27,2019,3
P001,,0,0,0,1123.921336,1.6322,0.225196,1952,14,2019,3
P001,,0,0,0,11064.61934,1.09408,0.00443524,1980,13,2019,3
P001,,0,0,0,7047.090536,0.5155,0.125209,2046,10,2019,3
P001,,0,0,0,2344.245524,1.69466,1.71934,1868,1,2019,3
P001,,0,0,0,767.8983277,1.89443,0.552786,2171,23,2019,3
P001,,0,0,0,5876.0137,1.52346,1.85205,1913,6,2019,3
P001,,0,0,0,6332.206117,1.68606,0.272456,2316,25,2019,3
P001,,0,0,0,3389.804375,0.0989984,0.566184,1946,18,2019,3
P001,,0,0,0,9.517850808,1.69466,1.71934,1711,0,2019,3
P001,,0,0,0,2479.863524,0.611649,0.0784885,2013,9,2019,3
P001,,0,0,0,7245.673982,1.92848,0.628609,2157,32,2019,3
P001,,0,0,0,1486.507698,1.30729,0.0483848,1966,5,2019,3
P001,,0,0,0,5445.539015,1.95578,0.705914,2043,19,2019,3
P001,,0,0,0,13115.0615,1.46406,0.114194,2059,27,2019,3
P001,,0,0,0,3531.857337,1.31623,1.94868,2108,17,2019,3
P001,,0,0,0,1704.316541,1.86668,1.49887,2009,22,2019,3
P001,,0,0,0,1983.663321,0.247423,0.341495,2101,12,2019,3
P001,,0,0,0,6301.915,1.99763,0.931198,1841,12,2019,3
P001,,0,0,0,6609.19095,0.803884,1.98058,2142,25,2019,3
P001,,0,0,0,1849.29806,0.000820756,1.04051,2134,19,2019,3
P001,,0,0,0,343.111274,1.99635,0.914599,2012,6,2019,3
P001,,0,0,0,1630.585453,0.943751,0.00158322,2025,20,2019,3
P001,,0,0,0,1374.468107,0.423728,0.182742,2017,12,2019,3
P001,,0,0,0,1743.350757,1.98446,0.824394,1914,10,2019,3
P001,,0,0,0,272.1078374,1.82091,1.57106,1909,11,2019,3
P001,,0,0,0,13318.99661,0.344313,0.244967,2065,16,2019,3
P001,,0,0,0,4176.111909,1.74329,1.66896,2065,19,2019,3
P001,,0,0,0,2022.033331,0.215478,1.6201,1941,12,2019,3
P001,,0,0,0,4819.638122,0.116884,1.46916,2063,12,2019,3
P001,,0,0,0,4784.691461,1.82907,1.55914,1806,6,2019,3
P001,,0,0,0,6860.099843,0.0104136,1.14394,1982,23,2019,3
P001,,0,0,0,8998.3436,0.173772,1.56334,2399,21,2019,3
P001,,0,0,0,2191.657525,0.084079,1.40136,1907,5,2019,3
P001,,0,0,0,2128.428769,1,0,2131,21,2019,3
P001,,0,0,0,7357.291508,1.70711,0.292893,1876,10,2019,3
P001,,0,0,0,6481.070032,1.94405,0.670186,2189,31,2019,3
P001,,0,0,0,2894.311878,0.0642638,0.647299,2048,8,2019,3
P001,,0,0,0,3082.449707,1.98639,0.835601,1941,21,2019,3
P001,,0,0,0,2554.245443,1.28,0.04,2145,30,2019,3
P001,,0,0,0,1577.166118,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,3205.513626,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,4265.619377,1.69466,1.71934,1703,0,2081,4
P001,,0,0,0,2528.725965,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,1664.193958,1.69466,1.71934,1706,0,2081,4
P001,,0,0,0,4266.902508,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,5351.281677,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,2009.999671,1.69466,1.71934,1350,1,2081,4
P001,,0,0,0,4447.822308,1.69466,1.71934,1440,1,2081,4
P001,,0,0,0,1777.802676,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,4343.93431,1.69466,1.71934,1703,0,2081,4
P001,,0,0,0,7816.414719,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,2044.990075,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,3253.011612,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,1552.91298,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,3569.607836,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,1896.04467,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,1906.375898,1.69466,1.71934,1705,0,2081,4
P001,,0,0,0,3482.515383,1.69466,1.71934,1348,1,2081,4
P001,,0,0,0,2129.170363,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,5853.069133,1.69466,1.71934,1705,0,2081,4
P001,,0,0,0,3159.473324,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,3846.130014,1.69466,1.71934,1705,0,2081,4
P001,,0,0,0,6946.939967,1.69466,1.71934,1703,0,2081,4
P001,,0,0,0,3773.634457,1.75907,0.348997,1378,1,2081,4
P001,,0,0,0,666.4149437,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,4914.382931,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,3703.389842,1.69466,1.71934,1703,0,2081,4
P001,,0,0,0,7413.54651,1.69466,1.71934,1706,0,2081,4
P001,,0,0,0,7096.114852,1.69466,1.71934,1703,0,2081,4
P001,,0,0,0,6399.206801,1.69466,1.71934,1708,0,2081,4
P001,,0,0,0,4479.994454,1.69466,1.71934,1706,0,2081,4
P001,,0,0,0,4684.922731,1.69466,1.71934,1705,0,2081,4
P001,,0,0,0,5270.066901,1.69466,1.71934,1703,0,2081,4
P001,,0,0,0,1129.14063,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,6350.476652,1.69466,1.71934,1703,0,2081,4
P001,,0,0,0,6788.469087,1.69466,1.71934,1703,0,2081,4
P001,,0,0,0,1757.346036,1.69466,1.71934,1705,0,2081,4
P001,,0,0,0,5079.446193,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,6770.1588,1.69466,1.71934,1703,0,2081,4
P001,,0,0,0,1573.016209,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,5427.329795,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,6497.160221,1.69466,1.71934,1703,0,2081,4
P001,,0,0,0,6302.496023,1.69466,1.71934,1706,0,2081,4
P001,,0,0,0,44.07627403,1.69466,1.71934,1711,0,2081,4
P001,,0,0,0,474.8922496,1.69466,1.71934,1705,0,2081,4
P001,,0,0,0,2613.632943,1.69466,1.71934,1706,0,2081,4
P001,,0,0,0,5588.038576,1.69466,1.71934,1703,0,2081,4
P001,,0,0,0,5384.683179,1.69466,1.71934,1703,0,2081,4
P001,,0,0,0,5139.452369,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,3957.764276,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,7577.227058,1.69466,1.71934,1705,0,2081,4
P001,,0,0,0,3616.439289,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,6521.090073,1.69466,1.71934,1703,0,2081,4
P001,,0,0,0,7201.291845,1.69466,1.71934,1703,1,2081,4
P001,,0,0,0,2728.488011,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,6142.68042,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,5989.477619,1.69466,1.71934,1703,0,2081,4
P001,,0,0,0,1882.4204,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,6835.959036,1.69466,1.71934,1703,0,2081,4
P001,,0,0,0,692.5271514,1.69466,1.71934,1706,0,2081,4
P001,,0,0,0,2742.975227,1.69466,1.71934,1705,0,2081,4
P001,,0,0,0,3655.387654,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,2186.56023,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,457.112744,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,3213.029269,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,3372.688219,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,3515.120314,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,3543.397702,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,6107.522778,1.69466,1.71934,1706,0,2081,4
P001,,0,0,0,439.0162136,1.69466,1.71934,1374,0,2081,4
P001,,0,0,0,2876.312819,1.69466,1.71934,1705,0,2081,4
P001,,0,0,0,5947.656367,1.69466,1.71934,1703,0,2081,4
P001,,0,0,0,2035.825634,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,2366.632908,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,3499.04442,1.69466,1.71934,1706,0,2081,4
P001,,0,0,0,5764.847535,1.69466,1.71934,1703,0,2081,4
P001,,0,0,0,3504.435473,1.69466,1.71934,1705,0,2081,4
P001,,0,0,0,1818.117784,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,4307.488585,1.69466,1.71934,1705,0,2081,4
P001,,0,0,0,4665.598805,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,1627.102985,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,6342.304388,1.69466,1.71934,1703,0,2081,4
P001,,0,0,0,4012.685869,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,1649.638471,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,5081.098219,1.69466,1.71934,1705,0,2081,4
P001,,0,0,0,6501.880358,1.69466,1.71934,1703,0,2081,4
P001,,0,0,0,4499.780534,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,1435.259511,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,4534.957609,1.69466,1.71934,1703,0,2081,4
P001,,0,0,0,2914.196914,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,1147.574313,1.69466,1.71934,1705,0,2081,4
P001,,0,0,0,1063.191549,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,8295.706543,1.69466,1.71934,1705,0,2081,4
P001,,0,0,0,1599.604237,1.69466,1.71934,1706,0,2081,4
P001,,0,0,0,2572.99474,1.69466,1.71934,1705,0,2081,4
P001,,0,0,0,19.2598565,1.69466,1.71934,1711,0,2081,4
P001,,0,0,0,1939.168528,1.69466,1.71934,1348,0,2081,4
P001,,0,0,0,1741.032865,0.552786,1.89443,1721,11,2081,4
P001,,0,0,0,2252.865593,1.69466,1.71934,1705,0,2081,4
P001,,0,0,0,2609.89262,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,1260.320843,1.69466,1.71934,1362,1,2081,4
P001,,0,0,0,4875.377867,1.69466,1.71934,1703,0,2081,4
P001,,0,0,0,6309.165656,1.69466,1.71934,1703,0,2081,4
P001,,0,0,0,5890.312405,1.69466,1.71934,1708,0,2081,4
P001,,0,0,0,3384.03635,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,3315.636523,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,3983.95883,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,1664.061607,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,4174.837574,1.69466,1.71934,1703,0,2081,4
P001,,0,0,0,3462.694063,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,3021.848976,1.69466,1.71934,1703,0,2081,4
P001,,0,0,0,1599.566237,1.85166,1.5241,1711,15,2081,4
P001,,0,0,0,5104.961695,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,5631.007224,1.69466,1.71934,1706,0,2081,4
P001,,0,0,0,927.6739958,1.69466,1.71934,1706,0,2081,4
P001,,0,0,0,7001.732128,1.69466,1.71934,1703,0,2081,4
P001,,0,0,0,3877.816585,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,1855.54399,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,2507.58744,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,2466.239054,1.69466,1.71934,1355,0,2081,4
P001,,0,0,0,7098.560008,1.69466,1.71934,1703,0,2081,4
P001,,0,0,0,5553.213061,1.69466,1.71934,1703,1,2081,4
P001,,0,0,0,3936.043124,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,1280.573698,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,3440.956387,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,3014.437329,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,7332.892887,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,4279.681519,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,6024.111609,1.69466,1.71934,1705,0,2081,4
P001,,0,0,0,1160.633402,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,4728.521974,1.69466,1.71934,1705,0,2081,4
P001,,0,0,0,1258.175904,1.69466,1.71934,1705,0,2081,4
P001,,0,0,0,4288.212732,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,2930.269495,1.69466,1.71934,1703,0,2081,4
P001,,0,0,0,3412.016539,1.69466,1.71934,1705,0,2081,4
P001,,0,0,0,3299.083832,1.69466,1.71934,1705,0,2081,4
P001,,0,0,0,6133.250518,1.69466,1.71934,1703,0,2081,4
P001,,0,0,0,3926.355418,1.69466,1.71934,1349,0,2081,4
P001,,0,0,0,3921.394663,1.69466,1.71934,1703,0,2081,4
P001,,0,0,0,3017.711314,1.69466,1.71934,1706,0,2081,4
P001,,0,0,0,3096.302447,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,1901.717867,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,873.0149345,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,2692.767001,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,5152.067656,1.69466,1.71934,1703,0,2081,4
P001,,0,0,0,4959.994121,1.69466,1.71934,1703,0,2081,4
P001,,0,0,0,4617.66319,1.69466,1.71934,1703,0,2081,4
P001,,0,0,0,4109.964311,1.69466,1.71934,1703,0,2081,4
P001,,0,0,0,6246.414733,1.69466,1.71934,1706,0,2081,4
P001,,0,0,0,5166.036725,1.69466,1.71934,1703,0,2081,4
P001,,0,0,0,6212.892422,1.69466,1.71934,1703,0,2081,4
P001,,0,0,0,2799.603376,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,4322.365345,1.69466,1.71934,1703,0,2081,4
P001,,0,0,0,7276.889822,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,3470.179469,1.69466,1.71934,1703,0,2081,4
P001,,0,0,0,3905.252826,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,2685.959829,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,1663.563233,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,6471.87502,1.69466,1.71934,1703,0,2081,4
P001,,0,0,0,3267.668822,1.69466,1.71934,1703,0,2081,4
P001,,0,0,0,613.5822131,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,2761.34919,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,3411.16348,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,2820.336269,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,3840.400128,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,31.07877521,1.69466,1.71934,1710,1,2081,4
P001,,0,0,0,66.38484698,1.69466,1.71934,1706,0,2081,4
P001,,0,0,0,2092.973006,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,3545.512589,1.69466,1.71934,1704,0,2081,4
P001,,0,0,0,2152.437029,1.69466,1.71934,1708,0,2081,7
P001,,0,0,0,446.7827332,1.69466,1.71934,1714,1,2081,7
P001,,0,0,0,316.5624985,1.69466,1.71934,1723,2,2081,7
P001,,0,0,0,1071.209547,1.69466,1.71934,1709,0,2081,7
P001,,0,0,0,81.98012433,1,0,1727,2,2081,7
P001,,0,0,0,0.662418075,1.69466,1.71934,1710,1,2081,7
P001,,0,0,0,1979.903747,0.73037,0.0370359,1455,4,2081,4
P001,,0,0,0,1251.746742,0,1,1421,1,2081,4
P001,,0,0,0,3751.509794,1.69466,1.71934,1430,2,2081,4
P001,,0,0,0,3870.554703,1.69466,1.71934,1705,1,2081,4
P001,,0,0,0,926.7417425,1.69466,1.71934,1710,0,2081,7
P003,,0,0,0,6246.987251,1.44142,0.102701,1878,4,2019,3
P003,,0,0,0,225.3010655,0.823599,1.98432,1933,13,2019,3
P003,,0,0,0,2636.953251,1.97787,0.790803,2092,13,2019,3
P003,,0,0,0,13740.11626,0.0194193,1.19612,1947,8,2019,3
P003,,0,0,0,8193.795923,0.195824,1.59439,2246,20,2019,3
P003,,0,0,0,8780.009554,1.96981,0.756146,1858,14,2019,3
P003,,0,0,0,1103.610676,0.239808,1.6497,1997,10,2019,3
P003,,0,0,0,13349.98514,0.0421737,0.712652,2066,14,2019,3
P003,,0,0,0,6828.898689,1.82425,1.56622,1977,16,2019,3
P003,,0,0,0,9625.958055,1.9955,0.905191,1881,13,2019,3
P003,,0,0,0,9500.989715,1.44242,0.103194,2112,24,2019,3
P003,,0,0,0,2123.181277,0.680083,0.0525543,2181,25,2019,3
P003,,0,0,0,2330.964574,1.92622,1.37699,2202,11,2019,3
P003,,0,0,0,1482.592763,2,1,1992,15,2019,3
P003,,0,0,0,5896.48878,1.79506,0.393463,2326,18,2019,3
P003,,0,0,0,6056.587161,1.64018,1.76822,2142,18,2019,3
P003,,0,0,0,9995.125818,0.248683,1.65994,1865,6,2019,3
P003,,0,0,0,3637.024839,1.86058,1.50932,2037,20,2019,3
P003,,0,0,0,4083.410567,1.76605,1.64278,1741,11,2019,3
P003,,0,0,0,10240.97316,1.99931,1.03701,2145,24,2019,3
P003,,0,0,0,6627.73707,1.81923,1.57346,2301,24,2019,3
P003,,0,0,0,7017.145344,0.456749,0.16043,2369,28,2019,3
P003,,0,0,0,11328.53225,1.44721,0.105573,2007,17,2019,3
P003,,0,0,0,5181.274733,0.751375,0.0314001,2013,17,2019,3
P003,,0,0,0,2098.550581,1.99992,1.01282,2286,28,2019,3
P003,,0,0,0,5735.299122,1.74859,1.66304,1844,11,2019,3
P003,,0,0,0,6379.558771,0.00937885,1.13664,2263,14,2019,3
P003,,0,0,0,6923.502108,0.169456,1.55695,2049,16,2019,3
P003,,0,0,0,913.8269159,1.99527,1.09718,2106,28,2019,3
P003,,0,0,0,4654.832304,1.05705,0.0016287,1815,5,2019,3
P003,,0,0,0,4745.081194,0.70453,0.0446479,1878,8,2019,3
P003,,0,0,0,13639.29473,1.99998,1.00604,1982,13,2019,3
P003,,0,0,0,2043.828848,1.99936,1.03569,2287,18,2019,3
P003,,0,0,0,1414.324681,0.0194194,0.803884,1904,6,2019,3
P003,,0,0,0,3267.192414,1.96126,1.27565,2085,14,2019,3
P003,,0,0,0,12576.49043,0.0564001,0.668912,2186,24,2019,3
P003,,0,0,0,1112.01582,0.244311,0.345069,2087,20,2019,3
P003,,0,0,0,3874.053593,0.770615,0.0266642,2194,16,2019,3
P003,,0,0,0,3794.852865,0.000813425,0.959674,2033,5,2019,3
P003,,0,0,0,3116.968724,0.863363,1.99062,2095,8,2019,3
P003,,0,0,0,1248.197863,0.2,0.4,2018,21,2019,3
P003,,0,0,0,1413.640588,1.2784,1.96047,2089,21,2019,3
