Created Date,Name,Species,Primary Breed,Sex,Age (Months),Age Group,Primary Color,Days in Custody,Days on Site,Current Weight,Attributes
06/20/2020,Granada,Cat,Domestic Shorthair,Female,18,Young adult (1-5 years),Orange,4,4,1.6 lbs,
06/20/2020,Cordoba,Cat,Domestic Shorthair,Female,18,Young adult (1-5 years),Orange,5,5,2.08 lbs,
06/20/2020,Bilbao,Cat,Domestic Shorthair,Male,18,Young adult (1-5 years),Orange,6,6,2.16 lbs,
06/20/2020,Seville,Cat,Domestic Shorthair,Female,18,Young adult (1-5 years),Orange,4,4,1.86 lbs,
06/20/2020,Madrid,Cat,Domestic Shorthair,Male,18,Young adult (1-5 years),Orange,4,4,2.01 lbs,
06/20/2020,Barcelona,Cat,Domestic Shorthair,Male,18,Young adult (1-5 years),Orange,4,4,2.24 lbs,
05/22/2020,Griffin,Cat,Domestic Medium Hair,Male,18,Young adult (1-5 years),White,41,2,2.3 lbs,
05/22/2020,Chimaera,Cat,Domestic Medium Hair,Female,18,Young adult (1-5 years),Brown,41,2,2.16 lbs,
05/22/2020,Dragon,Cat,Domestic Medium Hair,Female,18,Young adult (1-5 years),White,41,2,2.26 lbs,
05/22/2020,Phoenix,Cat,Domestic Medium Hair,Male,18,Young adult (1-5 years),Brown,43,4,3.0 lbs,
05/22/2020,Pegasus,Cat,Domestic Medium Hair,Female,18,Young adult (1-5 years),White,41,2,2.02 lbs,
05/22/2020,Barn Cat Church,Cat,Domestic Shorthair,Female,113,Adult Cat (5-10 years),Black,8,8,,Return-to-Field Candidate
05/22/2020,Temple,Cat,Domestic Medium Hair,Male,19,Young adult (1-5 years),Black,10,2,1.36 lbs,
05/22/2020,Mosque,Cat,Domestic Medium Hair,Male,18,Young adult (1-5 years),Grey,23,2,2.1 lbs,
05/22/2020,Sanctuary,Cat,Domestic Medium Hair,Male,18,Young adult (1-5 years),Black,20,2,1.44 lbs,
05/22/2020,Synagogue,Cat,Domestic Shorthair,Male,18,Young adult (1-5 years),Black,18,3,1.42 lbs,
05/22/2020,Private Eye,Cat,Domestic Shorthair,Female,29,Young adult (1-5 years),Black,2,2,6.28 lbs,
05/22/2020,Kate Warne,Cat,Domestic Shorthair,Female,18,Young adult (1-5 years),Black,39,3,1.22 lbs,
05/22/2020,Allan Pinkerton,Cat,Domestic Shorthair,Male,19,Young adult (1-5 years),Black,2,2,1.72 lbs,
05/22/2020,Eugene Fracois,Cat,Domestic Shorthair,Male,19,Young adult (1-5 years),Black,3,3,1.72 lbs,
05/22/2020,Kiriti Roy,Cat,Domestic Shorthair,Male,19,Young adult (1-5 years),Black,2,2,1.81 lbs,
05/22/2020,Salt River,Dog,Cattle Dog,Female,19,Adult Dog (5 months-8 years),White,3,3,10.12 lbs,Social Puppy
05/22/2020,Wilkinson,Dog,Terrier,Male,41,Adult Dog (5 months-8 years),White,3,3,7.26 lbs,Kids under 6 meet first
05/22/2020,Roadie,Dog,Shepherd,Male,77,Adult Dog (5 months-8 years),Black,3,3,40.7 lbs,"D2D Required,Kids under 10 meet first,No kids under 6"
05/22/2020,Superbloom,Cat,Domestic Medium Hair,Female,18,Young adult (1-5 years),White,42,3,0.94 lbs,
05/24/2020,Coco,Dog,Chihuahua,Male,125,Senior (8+years),Chocolate,4,4,10 lbs,"Adult-Only Home Preferred,Bite History,No kids under 12"
05/22/2020,Corrina,Dog,"Husky, Siberian",Female,41,Adult Dog (5 months-8 years),White,4,4,42.7 lbs,"D2D Required,Kids under 15 meet first,No Cats,No kids under 10"
05/22/2020,Missy,Dog,Boxer,Female,89,Adult Dog (5 months-8 years),Brown,15,10,58.5 lbs,"D2D Required,Kids under 6 meet first,URGENT NEED"
05/29/2020,Oso,Dog,Husky,Male,35,Adult Dog (5 months-8 years),Grey,9,9,47.8 lbs,"D2D Required,Kids under 10 meet first,No Cats,No kids under 6"
05/29/2020,Bear Bear,Dog,"Retriever, Labrador",Male,77,Adult Dog (5 months-8 years),Wheaten,16,16,59.1 lbs,"D2D Required,Kids under 10 meet first,No kids under 6"
05/23/2020,Mama,Cat,Domestic Longhair,Female,83,Adult Cat (5-10 years),Black,13,13,5.9 lbs,Return-to-Field Candidate
05/23/2020,Rebecca Romijn,Cat,Domestic Shorthair,Female,23,Young adult (1-5 years),Black,2,2,3.8 lbs,
05/23/2020,Ike Turner,Cat,Domestic Medium Hair,Male,19,Young adult (1-5 years),White,18,5,1.7 lbs,
05/23/2020,Cabbage,Cat,Domestic Shorthair,Female,17,Young adult (1-5 years),Brown,53,2,0.92 lbs,
05/23/2020,Coconut,Cat,Domestic Shorthair,Female,17,Young adult (1-5 years),Brown,53,2,1.12 lbs,
05/23/2020,Rockefeller,Dog,Terrier,Male,29,Adult Dog (5 months-8 years),Tan,6,6,8.6 lbs,Kids under 6 meet first
05/23/2020,Obi Wan,Dog,Terrier,Male,29,Adult Dog (5 months-8 years),White,5,5,12.3 lbs,No kids under 6
05/23/2020,Julio,Cat,Domestic Shorthair,Male,17,Young adult (1-5 years),White,52,3,2.2 lbs,
05/23/2020,Julius,Cat,Domestic Shorthair,Male,17,Young adult (1-5 years),White,51,2,2.2 lbs,
05/23/2020,Julianus,Cat,Domestic Shorthair,Male,17,Young adult (1-5 years),Brown,52,3,2.2 lbs,
05/23/2020,Julia,Cat,Domestic Shorthair,Female,17,Young adult (1-5 years),Grey,51,2,2.2 lbs,
05/23/2020,Raven,Cat,Domestic Medium Hair,Male,18,Young adult (1-5 years),Black,34,4,2.6 lbs,
05/23/2020,Crow,Cat,Domestic Medium Hair,Female,18,Young adult (1-5 years),Black,37,7,2.82 lbs,
05/23/2020,Blackbird,Cat,Domestic Medium Hair,Male,18,Young adult (1-5 years),Black,35,5,2.66 lbs,
05/30/2020,Titan,Dog,"Malamute, Alaskan",Male,55,Adult Dog (5 months-8 years),Black,4,4,80.1 lbs,
05/23/2020,Skywalker,Dog,"Terrier, American Pit Bull",Female,41,Adult Dog (5 months-8 years),White,3,3,61.2 lbs,"Hiking Buddies Approved,D2D Required,Kids under 6 meet first,No Cats,No Small Dogs"
05/23/2020,Skywalker,Dog,"Terrier, American Pit Bull",Female,41,Adult Dog (5 months-8 years),White,11,11,61.2 lbs,"Hiking Buddies Approved,D2D Required,Kids under 6 meet first,No Cats,No Small Dogs"
05/24/2020,Norman,Dog,"Pinscher, Miniature",Male,27,Adult Dog (5 months-8 years),Red/Mahogany,8,8,13 lbs,"D2D Required,Kids under 6 meet first"
05/24/2020,Ginger,Guinea Pig,Smooth,Female,29,Adult (1+ years),Red,1,1,1.76 lbs,
05/24/2020,Wasabi,Guinea Pig,Smooth,Female,29,Adult (1+ years),Grey,1,1,1.85 lbs,
05/25/2020,Ginger,Cat,Domestic Medium Hair,Male,19,Young adult (1-5 years),Orange,3,3,1.7 lbs,
05/25/2020,Mussel,Cat,Domestic Medium Hair,Male,19,Young adult (1-5 years),Black,4,4,1.72 lbs,
05/25/2020,Clam,Cat,Domestic Medium Hair,Male,19,Young adult (1-5 years),Orange,4,4,1.62 lbs,
05/25/2020,Snail,Cat,Domestic Medium Hair,Male,19,Young adult (1-5 years),Black,3,3,1.66 lbs,
05/25/2020,Barn Cat Kappa,Cat,Domestic Shorthair,Female,53,Young adult (1-5 years),Black,11,11,,Return-to-Field Candidate
05/25/2020,Roxy (Beignet),Dog,"Terrier, American Pit Bull",Female,41,Adult Dog (5 months-8 years),Brindle,8,8,58.2 lbs,"D2D Required,Kids under 12 meet first,No kids under 10"
05/25/2020,Dominique,Dog,Retriever,Male,26,Adult Dog (5 months-8 years),Black,6,6,57.9 lbs,"D2D Required,Kids under 6 meet first"
05/25/2020,Smitty,Dog,"Retriever, Yellow Labrador",Male,53,Adult Dog (5 months-8 years),Blond,4,4,73.2 lbs,"D2D Required,Kids under 10 meet first,No kids under 6"
05/26/2020,Souffle,Cat,Domestic Shorthair,Female,26,Young adult (1-5 years),White,5,5,6.25 lbs,
05/26/2020,Bluebell,Dog,"Terrier, American Pit Bull",Female,41,Adult Dog (5 months-8 years),White,118,29,62 lbs,"D2D Required,Kids under 10 meet first,No Cats,No kids under 6,URGENT NEED"
05/26/2020,Meepo,Cat,Domestic Medium Hair,Female,18,Young adult (1-5 years),Grey,66,3,1.4 lbs,
05/26/2020,Timberland,Cat,Domestic Shorthair,Female,18,Young adult (1-5 years),Black,58,2,1 lbs,
05/26/2020,Grenson,Cat,Domestic Shorthair,Female,18,Young adult (1-5 years),Black,58,2,0.9 lbs,
05/26/2020,Doc Marten,Cat,Domestic Shorthair,Male,18,Young adult (1-5 years),Black,58,2,0.8 lbs,
05/26/2020,Uggs,Cat,Domestic Shorthair,Female,18,Young adult (1-5 years),Black,59,3,0.9 lbs,
05/26/2020,Lemonade,Cat,Domestic Medium Hair,Female,19,Young adult (1-5 years),Grey,63,4,1.15 lbs,
05/26/2020,Dragon,Cat,Domestic Longhair,Male,19,Young adult (1-5 years),Black,43,1,3.2 lbs,
05/26/2020,Water bear,Cat,Domestic Shorthair,Male,17,Young adult (1-5 years),Black,75,8,3.5 lbs,
05/26/2020,Jam,Cat,Domestic Medium Hair,Male,18,Young adult (1-5 years),Black,61,2,1.04 lbs,
05/26/2020,Jelly,Cat,Domestic Medium Hair,Female,18,Young adult (1-5 years),Black,61,2,1.1 lbs,
05/26/2020,Seahorse,Cat,Domestic Medium Hair,Female,17,Young adult (1-5 years),Black,113,20,4.1 lbs,Ringworm +
05/26/2020,Catalysis,Cat,Domestic Shorthair,Male,18,Young adult (1-5 years),Grey,55,3,0.9 lbs,
05/26/2020,Catabolism,Cat,Domestic Shorthair,Female,18,Young adult (1-5 years),Grey,54,2,0.88 lbs,
05/26/2020,Caterwaul,Cat,Domestic Shorthair,Female,18,Young adult (1-5 years),Grey,55,3,0.82 lbs,
05/26/2020,Catmint,Cat,Domestic Shorthair,Female,18,Young adult (1-5 years),Grey,55,3,0.82 lbs,
05/27/2020,Patches,Dog,Chihuahua,Male,21,Adult Dog (5 months-8 years),White,6,6,12.3 lbs,"D2D Required,Kids under 6 meet first"
05/27/2020,Blacky,Dog,Chihuahua,Female,21,Adult Dog (5 months-8 years),Black,3,3,11.5 lbs,"D2D Required,Kids under 6 meet first"
05/27/2020,Scrappy,Dog,Chihuahua,Male,21,Adult Dog (5 months-8 years),Tan,4,4,11 lbs,"D2D Required,Kids under 6 meet first"
05/27/2020,Barb,Dog,Chihuahua,Female,18,Adult Dog (5 months-8 years),Black,19,2,4.5 lbs,Social Puppy
05/27/2020,Tang,Dog,Chihuahua,Female,18,Adult Dog (5 months-8 years),Black,21,4,3.1 lbs,Social Puppy
05/27/2020,Guppy,Dog,Chihuahua,Male,18,Adult Dog (5 months-8 years),Black,20,3,4.4 lbs,Social Puppy
05/27/2020,Tetra,Dog,Chihuahua,Female,18,Adult Dog (5 months-8 years),Black,20,3,3.6 lbs,Social Puppy
05/26/2020,Catnip,Cat,Domestic Shorthair,Female,19,Young adult (1-5 years),Grey,26,3,1.86 lbs,
05/27/2020,Rain forest,Cat,Domestic Longhair,Female,41,Young adult (1-5 years),Grey,4,2,11.8 lbs,
05/27/2020,Reggie,Cat,Domestic Medium Hair,Male,77,Adult Cat (5-10 years),Orange,9,9,11.3 lbs,
05/27/2020,Chandler,Dog,Retriever,Female,22,Adult Dog (5 months-8 years),White,3,3,72 lbs,
05/27/2020,Chandler,Dog,Retriever,Female,22,Adult Dog (5 months-8 years),White,1,1,72 lbs,
05/27/2020,Bianca,Dog,Shepherd,Female,27,Adult Dog (5 months-8 years),Brindle,3,3,48.3 lbs,"D2D Required,Kids under 10 meet first,No Cats,No kids under 6"
05/27/2020,Rocko,Cat,Domestic Shorthair,Male,17,Young adult (1-5 years),Black,52,52,6.59 lbs,
05/27/2020,Rocko,Cat,Domestic Shorthair,Male,17,Young adult (1-5 years),Black,1,1,6.59 lbs,
05/27/2020,Rocko,Cat,Domestic Shorthair,Male,17,Young adult (1-5 years),Black,1,1,6.59 lbs,
05/27/2020,Rocko,Cat,Domestic Shorthair,Male,17,Young adult (1-5 years),Black,1,1,6.59 lbs,
05/27/2020,Ed Bighead,Cat,Domestic Shorthair,Female,17,Young adult (1-5 years),Black,51,51,3.2 lbs,Ringworm +
05/27/2020,Bev Bighead,Cat,Domestic Shorthair,Female,17,Young adult (1-5 years),Black,51,51,3.5 lbs,Ringworm +
05/27/2020,Bubble 07,Cat,Domestic Shorthair,Female,17,Young adult (1-5 years),Black,48,48,3.2 lbs,Ringworm +
05/27/2020,Paws,Cat,Domestic Shorthair,Male,17,Young adult (1-5 years),Black,46,46,4.75 lbs,Ringworm +
05/27/2020,Chuck,Dog,"Chihuahua, Short Coat",Male,173,Senior (8+years),Cream,1,1,3.8 lbs,
05/27/2020,Crystal,Dog,"Terrier, Jack Russell",Female,23,Adult Dog (5 months-8 years),White,3,3,7.46 lbs,Kids under 6 meet first
05/27/2020,Crystal,Dog,"Terrier, Jack Russell",Female,23,Adult Dog (5 months-8 years),White,1,1,7.46 lbs,Kids under 6 meet first
05/27/2020,Peavine,Dog,"Terrier, Jack Russell",Male,23,Adult Dog (5 months-8 years),Brown,6,6,10.4 lbs,"D2D Required,Kids under 6 meet first"
05/27/2020,Peavine,Dog,"Terrier, Jack Russell",Male,23,Adult Dog (5 months-8 years),Brown,1,1,10.4 lbs,"D2D Required,Kids under 6 meet first"
05/27/2020,Norman,Dog,"Terrier, Jack Russell",Male,23,Adult Dog (5 months-8 years),Tan,3,3,7.5 lbs,"D2D Required,Kids under 6 meet first"
06/16/2020,Barn Cat Vinnie,Cat,Domestic Medium Hair,Male,89,Adult Cat (5-10 years),Black,21,21,13.7 lbs,Barn Cat
05/27/2020,Cascade,Dog,Shepherd,Female,41,Adult Dog (5 months-8 years),Black,11,11,,"D2D Required,Kids under 10 meet first,No kids under 6"
05/29/2020,Action Bronson,Cat,Domestic Medium Hair,Female,29,Young adult (1-5 years),Grey,4,4,7.4 lbs,"Bonded,Has Lived With Cats"
05/29/2020,Action Bronson,Cat,Domestic Medium Hair,Female,29,Young adult (1-5 years),Grey,48,48,7.4 lbs,"Bonded,Has Lived With Cats"
05/29/2020,Meemaw,Cat,Domestic Medium Hair,Female,53,Young adult (1-5 years),Black,4,4,8.2 lbs,"Bonded,Has Lived With Cats"
05/29/2020,Meemaw,Cat,Domestic Medium Hair,Female,53,Young adult (1-5 years),Black,48,48,8.2 lbs,"Bonded,Has Lived With Cats"
05/27/2020,Brook,Dog,Shepherd,Female,41,Adult Dog (5 months-8 years),Black,10,10,61.4 lbs,"Offsite Approved,D2D Required,Kids under 10 meet first,No Cats,No kids under 6"
05/27/2020,Brook,Dog,Shepherd,Female,41,Adult Dog (5 months-8 years),Black,5,5,61.4 lbs,"Offsite Approved,D2D Required,Kids under 10 meet first,No Cats,No kids under 6"
05/27/2020,Envy,Dog,"Terrier, American Staffordshire",Female,65,Adult Dog (5 months-8 years),Grey,4,4,55 lbs,
05/27/2020,Envy,Dog,"Terrier, American Staffordshire",Female,65,Adult Dog (5 months-8 years),Grey,12,3,55 lbs,
05/27/2020,Balto,Dog,"Husky, Siberian",Male,31,Adult Dog (5 months-8 years),White,3,3,59.3 lbs,"D2D Required,Kids under 10 meet first,No Cats,No kids under 6,No Small Animals,No Small Dogs"
05/27/2020,Eeyore,Dog,Shepherd,Male,27,Adult Dog (5 months-8 years),Brindle,6,6,71 lbs,"D2D Required,Kids under 10 meet first,No Cats,No kids under 6"
06/03/2020,Cali,Dog,"Shepherd, German",Female,53,Adult Dog (5 months-8 years),Tan,18,18,84.9 lbs,"D2D Required,Kids under 15 meet first,No Cats,No kids under 10"
06/03/2020,Max,Dog,Bullmastiff,Male,77,Adult Dog (5 months-8 years),Black,9,9,96.1 lbs,Single Dog Home
05/30/2020,Abby,Dog,Shih Tzu,Female,62,Adult Dog (5 months-8 years),White,6,6,14.36 lbs,"Kids under 10 meet first,No kids under 6"
05/31/2020,Nacho,Cat,Domestic Shorthair,Male,53,Young adult (1-5 years),Orange,60,60,15.7 lbs,URGENT NEED
06/04/2020,Angel,Cat,Domestic Medium Hair,Female,187,Senior (10+years),Grey,115,43,6.4 lbs,"Heart Murmur,URGENT NEED"
06/04/2020,Tiger,Cat,Domestic Medium Hair,Male,187,Senior (10+years),Grey,43,43,6.7 lbs,"Heart Murmur,URGENT NEED"
05/28/2020,Mahi Mahi,Cat,Domestic Shorthair,Female,35,Young adult (1-5 years),Black,6,6,7.66 lbs,
05/28/2020,Barn Cat Sparkle,Cat,Domestic Medium Hair,Unknown,17,Unweaned (0-6 weeks),Grey,1,1,7.7 lbs,
05/28/2020,Spirulina,Cat,Domestic Shorthair,Male,18,Young adult (1-5 years),Orange,49,2,1.4 lbs,
05/28/2020,Stevia,Cat,Domestic Shorthair,Male,18,Young adult (1-5 years),Brown,50,3,1.4 lbs,
05/28/2020,Sugar,Cat,Domestic Shorthair,Female,18,Young adult (1-5 years),Black,51,4,1.4 lbs,
05/28/2020,Quatro,Cat,Domestic Shorthair,Male,20,Young adult (1-5 years),Grey,2,2,4.41 lbs,
05/28/2020,Goldfish,Cat,Domestic Shorthair,Female,19,Young adult (1-5 years),Grey,3,3,1.74 lbs,
05/28/2020,Guppy,Cat,Domestic Shorthair,Male,19,Young adult (1-5 years),Black,2,2,1.96 lbs,
05/28/2020,Blue Tang,Cat,Domestic Shorthair,Female,19,Young adult (1-5 years),Grey,2,2,1.64 lbs,
05/28/2020,Beta,Cat,Domestic Shorthair,Female,19,Young adult (1-5 years),White,2,2,1.72 lbs,
05/28/2020,Narnia,Dog,Terrier,Female,41,Adult Dog (5 months-8 years),Grey,3,3,15.26 lbs,"D2D Required,Kids under 15 meet first,No kids under 10"
05/28/2020,Danger,Dog,Terrier,Female,19,Adult Dog (5 months-8 years),Brown,3,3,3.9 lbs,Social Puppy
05/28/2020,Jonah,Dog,Terrier,Male,101,Senior (8+years),White,3,3,18.44 lbs,"D2D Required,Kids under 6 meet first"
05/28/2020,Rapunzel,Dog,Terrier,Female,29,Adult Dog (5 months-8 years),White,4,4,28 lbs,"D2D Required,Kids under 12 meet first,No kids under 6"
05/28/2020,River,Dog,Retriever,Male,161,Senior (8+years),Black,4,4,60 lbs,"D2D Required,Dental Disease - Moderate,Kids under 10 meet first,No kids under 6"
06/02/2020,Conner,Dog,"Terrier, American Pit Bull",Male,125,Senior (8+years),Brown,26,26,72.9 lbs,"D2D Required,Kids under 6 meet first,No Cats"
05/28/2020,Micki,Dog,"Terrier, American Staffordshire",Female,113,Senior (8+years),Brown,49,49,64 lbs,"D2D Required,Hiking Buddies Approved,Kids under 10 meet first,URGENT NEED"
05/28/2020,Micki,Dog,"Terrier, American Staffordshire",Female,113,Senior (8+years),Brown,2,2,64 lbs,"D2D Required,Hiking Buddies Approved,Kids under 10 meet first,URGENT NEED"
05/28/2020,Enchilada,Cat,Domestic Medium Hair,Male,18,Kitten (6 weeks-5 months),Black,7,1,1.2 lbs,
05/29/2020,Journalist,Cat,Domestic Shorthair,Female,18,Young adult (1-5 years),Brown,60,3,1 lbs,
05/29/2020,Radio Host,Cat,Domestic Shorthair,Male,18,Young adult (1-5 years),Brown,60,3,1 lbs,
05/29/2020,News Reporter,Cat,Domestic Shorthair,Female,18,Young adult (1-5 years),Brown,60,3,1 lbs,
05/29/2020,Peanut Butter (Boogaloo),Dog,Terrier,Male,53,Adult Dog (5 months-8 years),White,3,3,11.56 lbs,"D2D Required,Kids under 6 meet first"
05/29/2020,Peanut Butter (Boogaloo),Dog,Terrier,Male,53,Adult Dog (5 months-8 years),White,1,1,11.56 lbs,"D2D Required,Kids under 6 meet first"
05/29/2020,Oreo,Dog,Hound,Female,89,Adult Dog (5 months-8 years),White,16,16,68.5 lbs,"D2D Required,Kids under 10 meet first,No Cats,No kids under 6"
05/29/2020,Thor,Dog,Shepherd,Male,53,Adult Dog (5 months-8 years),Brown,5,5,86.2 lbs,"D2D Required,Kids under 10 meet first,No Cats,No kids under 6"
05/29/2020,Thor,Dog,Shepherd,Male,53,Adult Dog (5 months-8 years),Brown,1,1,86.2 lbs,"D2D Required,Kids under 10 meet first,No Cats,No kids under 6"
05/29/2020,Thor,Dog,Shepherd,Male,53,Adult Dog (5 months-8 years),Brown,1,1,86.2 lbs,"D2D Required,Kids under 10 meet first,No Cats,No kids under 6"
06/01/2020,Noomi,Cat,Domestic Medium Hair,Female,77,Adult Cat (5-10 years),Brown,2,2,16.7 lbs,
05/29/2020,Bandit,Dog,Collie,Male,29,Adult Dog (5 months-8 years),White,11,11,42.2 lbs,"Bite History,D2D Required,Kids under 12 meet first,No Cats,No kids under 10"
05/29/2020,Bandit,Dog,Collie,Male,29,Adult Dog (5 months-8 years),White,8,8,42.2 lbs,"Bite History,D2D Required,Kids under 12 meet first,No Cats,No kids under 10"
05/29/2020,Bandit,Dog,Collie,Male,29,Adult Dog (5 months-8 years),White,12,12,42.2 lbs,"Bite History,D2D Required,Kids under 12 meet first,No Cats,No kids under 10"
05/29/2020,Beauregard,Dog,"Collie, Border",Male,89,Adult Dog (5 months-8 years),Black,15,15,78.7 lbs,"D2D Required,Kids under 10 meet first,No kids under 6"
05/29/2020,Luke,Dog,Retriever,Male,28,Adult Dog (5 months-8 years),White,10,10,69.5 lbs,"D2D Required,Has lived with cats,Kids under 6 meet first"
05/29/2020,Fargo,Dog,Hound,Female,65,Adult Dog (5 months-8 years),White,8,8,60.3 lbs,"D2D Required,Kids under 10 meet first,No kids under 6"
05/29/2020,Thor,Dog,"Terrier, American Pit Bull",Male,35,Adult Dog (5 months-8 years),Black,10,10,79.3 lbs,"D2D Required,Kids under 10 meet first,No kids under 6"
05/29/2020,Finn,Dog,Retriever,Male,29,Adult Dog (5 months-8 years),Black,24,24,56.2 lbs,"D2D Required,Kids under 10 meet first,No kids under 6"
05/29/2020,Barn Cat Lulu,Cat,Domestic Shorthair,Female,89,Adult Cat (5-10 years),Brown,6,6,,Return-to-Field Candidate
05/29/2020,Mos Def,Cat,Domestic Shorthair,Male,53,Young adult (1-5 years),Orange,4,4,11.76 lbs,
05/29/2020,Bruno Deandre,Cat,Domestic Shorthair,Male,41,Young adult (1-5 years),Black,3,3,10.08 lbs,
05/29/2020,Sydney,Cat,Domestic Shorthair,Female,18,Young adult (1-5 years),Grey,4,4,8.6 lbs,
05/29/2020,Sydney,Cat,Domestic Shorthair,Female,18,Young adult (1-5 years),Grey,5,5,8.6 lbs,
05/29/2020,Helium,Cat,Domestic Shorthair,Female,30,Young adult (1-5 years),Brown,13,13,6.08 lbs,
05/29/2020,Neon,Cat,Domestic Medium Hair,Female,18,Young adult (1-5 years),Grey,24,5,1.49 lbs,
05/29/2020,Prince,Cat,Domestic Shorthair,Male,18,Young adult (1-5 years),Brown,24,6,1.64 lbs,
05/29/2020,Prince,Cat,Domestic Shorthair,Male,18,Young adult (1-5 years),Brown,1,1,1.64 lbs,
05/29/2020,Krypton,Cat,Domestic Shorthair,Female,18,Young adult (1-5 years),Brown,24,5,1.64 lbs,
05/29/2020,Xenon,Cat,Domestic Shorthair,Male,18,Young adult (1-5 years),White,23,5,1.71 lbs,
05/31/2020,Dave,Dog,Rottweiler,Male,101,Adult Dog (5 months-8 years),Black,33,33,,
05/31/2020,Leiah,Dog,Rottweiler,Female,80,Adult Dog (5 months-8 years),Black,16,16,,"D2D Required,Kids under 15 meet first,No Cats,No kids under 10,No Small Animals,No Small Dogs"
05/29/2020,Sky,Cat,Domestic Shorthair,Female,17,Unweaned (0-6 weeks),Grey,1,1,0.2 lbs,
05/30/2020,Clarinet,Cat,Domestic Shorthair,Male,19,Young adult (1-5 years),Orange,4,4,2.44 lbs,
05/30/2020,Oboe,Cat,Domestic Medium Hair,Male,19,Young adult (1-5 years),Orange,4,4,2 lbs,
05/30/2020,Saxophone,Cat,Domestic Shorthair,Male,19,Young adult (1-5 years),Brown,5,5,2.6 lbs,
05/30/2020,Flute,Cat,Domestic Shorthair,Male,19,Young adult (1-5 years),Brown,4,4,2.6 lbs,
05/30/2020,Bassoon,Cat,Domestic Shorthair,Male,19,Young adult (1-5 years),Brown,4,4,2.8 lbs,
05/30/2020,Reggie,Cat,Domestic Shorthair,Male,89,Adult Cat (5-10 years),Brown,3,3,9.42 lbs,
05/30/2020,Humpback,Cat,Domestic Shorthair,Male,18,Young adult (1-5 years),Brown,38,1,2.7 lbs,
05/30/2020,Humpback,Cat,Domestic Shorthair,Male,18,Young adult (1-5 years),Brown,4,3,2.7 lbs,
05/30/2020,Bowhead,Cat,Domestic Medium Hair,Female,18,Young adult (1-5 years),White,38,1,2.1 lbs,
05/30/2020,Bowhead,Cat,Domestic Medium Hair,Female,18,Young adult (1-5 years),White,4,3,2.1 lbs,
05/30/2020,Beluga,Cat,Domestic Medium Hair,Male,18,Kitten (6 weeks-5 months),Grey,31,1,2.2 lbs,
05/30/2020,Beluga,Cat,Domestic Medium Hair,Male,18,Kitten (6 weeks-5 months),Grey,1,1,2.2 lbs,
05/30/2020,Gingko,Cat,Domestic Shorthair,Male,20,Young adult (1-5 years),Orange,3,3,2.08 lbs,
05/30/2020,Barn Cat Pearl,Cat,Domestic Shorthair,Female,53,Young adult (1-5 years),Black,42,42,6.6 lbs,Barn Cat
05/30/2020,Symphony,Cat,Domestic Medium Hair,Male,17,Young adult (1-5 years),Black,57,5,2.56 lbs,
05/30/2020,Sonata,Cat,Domestic Medium Hair,Female,17,Young adult (1-5 years),Black,57,5,2.32 lbs,
05/30/2020,Cali,Dog,Terrier,Female,125,Senior (8+years),Grey,5,5,10.82 lbs,Kids under 6 meet first
05/30/2020,Smokey,Dog,Terrier,Male,53,Adult Dog (5 months-8 years),Black,3,3,14.36 lbs,Kids under 6 meet first
06/02/2020,Harper,Dog,"Terrier, Bull",Female,30,Adult Dog (5 months-8 years),Brown,11,11,45.6 lbs,"D2D Required,Has lived with cats,Kids under 10 meet first,No kids under 6"
06/02/2020,Samantha,Cat,Domestic Medium Hair,Female,89,Adult Cat (5-10 years),White,4,4,10 lbs,"Bonded,Has Lived With Cats,Has Lived with Dogs"
06/02/2020,Samantha,Cat,Domestic Medium Hair,Female,89,Adult Cat (5-10 years),White,12,12,10 lbs,"Bonded,Has Lived With Cats,Has Lived with Dogs"
06/02/2020,Joker,Cat,Domestic Medium Hair,Male,89,Adult Cat (5-10 years),White,5,5,10.15 lbs,"Bonded,Has Lived With Cats,Has Lived with Dogs"
06/02/2020,Joker,Cat,Domestic Medium Hair,Male,89,Adult Cat (5-10 years),White,12,12,10.15 lbs,"Bonded,Has Lived With Cats,Has Lived with Dogs"
05/30/2020,Slim Sam,Cat,Domestic Shorthair,Male,65,Adult Cat (5-10 years),Orange,17,17,10.6 lbs,"Doesn't like to be picked up,No Kids Under 12"
05/30/2020,Slim Sam,Cat,Domestic Shorthair,Male,65,Adult Cat (5-10 years),Orange,1,1,10.6 lbs,"Doesn't like to be picked up,No Kids Under 12"
05/30/2020,Concerto,Cat,Domestic Medium Hair,Male,17,Young adult (1-5 years),Black,54,3,2.02 lbs,
05/31/2020,Barn Cat Talia,Cat,Domestic Medium Hair,Female,27,Young adult (1-5 years),Grey,34,34,6.3 lbs,Barn Cat
05/31/2020,Kendrick,Cat,Domestic Longhair,Male,29,Young adult (1-5 years),White,15,15,12 lbs,"Doesn't like to be picked up,Only Cat Home"
05/31/2020,Lilo,Cat,Domestic Shorthair,Female,137,Senior (10+years),White,38,38,17 lbs,Dental Disease - Moderate
05/31/2020,Stitch,Cat,Domestic Shorthair,Male,137,Senior (10+years),White,38,38,17.5 lbs,
05/31/2020,Lexy,Cat,Domestic Shorthair,Female,18,Young adult (1-5 years),Grey,32,2,15.2 lbs,
05/31/2020,Lexy,Cat,Domestic Shorthair,Female,18,Young adult (1-5 years),Grey,1,1,15.2 lbs,
