Created Date,Name,Species,Primary Breed,Sex,Age (Months),Age Group,Primary Color,Days in Custody,Days on Site,Current Weight,Attributes
10/19/2019,Georgia,Cat,Domestic Shorthair,Female,84,Adult Cat (5-10 years),Black,2,2,,
10/19/2019,Georgia,Cat,Domestic Shorthair,Female,84,Adult Cat (5-10 years),Black,18,18,,
10/19/2019,Izzy,Cat,Domestic Longhair,Female,108,Adult Cat (5-10 years),,22,22,,
10/20/2019,Mushroom,Cat,Domestic Medium Hair,Female,25,Unweaned (0-6 weeks),,1,1,,
10/20/2019,Oreo,Cat,Domestic Longhair,Male,144,Senior (10+years),Black,36,36,15.48 lbs,"Dental Disease - Moderate,Only Cat Home"
10/20/2019,Oreo,Cat,Domestic Longhair,Male,144,Senior (10+years),Black,21,21,15.48 lbs,"Dental Disease - Moderate,Only Cat Home"
10/20/2019,Oreo,Cat,Domestic Longhair,Male,144,Senior (10+years),Black,3,3,15.48 lbs,"Dental Disease - Moderate,Only Cat Home"
10/20/2019,Jaque,Cat,Domestic Shorthair,Male,27,Young adult (1-5 years),Orange,14,14,7.7 lbs,Unavailable - Hospitalized
10/20/2019,Jaque,Cat,Domestic Shorthair,Male,27,Young adult (1-5 years),Orange,4,4,7.7 lbs,Unavailable - Hospitalized
10/20/2019,Annie Oakley,Cat,Domestic Medium Hair,Female,25,Kitten (6 weeks-5 months),,8,8,,
10/20/2019,Calamity Jane,Cat,Domestic Medium Hair,Female,25,Young adult (1-5 years),,35,35,,
10/20/2019,Calypso,Cat,Domestic Longhair,Female,27,Young adult (1-5 years),,15,15,,
10/20/2019,Stoat,Cat,Domestic Medium Hair,Male,27,Young adult (1-5 years),,20,20,,
10/20/2019,Bessy,Dog,Catahoula Leopard Dog,Female,48,Adult Dog (5 months-8 years),,3,3,,
10/20/2019,Wiley,Dog,Terrier,Male,28,Adult Dog (5 months-8 years),,3,3,,
10/20/2019,Joel,Dog,Terrier,Male,60,Adult Dog (5 months-8 years),,3,3,,
10/20/2019,Julian,Dog,"Schnauzer, Miniature",Male,36,Adult Dog (5 months-8 years),Black,3,3,,
10/20/2019,Julian,Dog,"Schnauzer, Miniature",Male,36,Adult Dog (5 months-8 years),Black,2,2,,
10/20/2019,Julian,Dog,"Schnauzer, Miniature",Male,36,Adult Dog (5 months-8 years),Black,2,2,,
10/20/2019,Julian,Dog,"Schnauzer, Miniature",Male,36,Adult Dog (5 months-8 years),Black,1,1,,
10/20/2019,Washington,Cat,Domestic Medium Hair,Male,25,Unweaned (0-6 weeks),,6,6,,
10/20/2019,Birmingham,Cat,Domestic Shorthair,Male,25,Young adult (1-5 years),,57,57,,
10/20/2019,Gilmore 1,Cat,Domestic Shorthair,Male,36,Young adult (1-5 years),,1,1,,
10/20/2019,Coclich 1,Cat,Domestic Longhair,Unknown,84,Adult Cat (5-10 years),,1,1,,
10/20/2019,Coclich 2,Cat,Domestic Longhair,Male,36,Young adult (1-5 years),,1,1,,
10/20/2019,Coclich 3,Cat,Domestic Shorthair,Male,96,Adult Cat (5-10 years),,1,1,,
10/20/2019,Coclich 4,Cat,Domestic Medium Hair,Unknown,84,Adult Cat (5-10 years),,1,1,,
10/20/2019,Coclich 5,Cat,Domestic Shorthair,Unknown,48,Young adult (1-5 years),,1,1,,
10/20/2019,Coclich 6,Cat,Domestic Longhair,Male,36,Young adult (1-5 years),,1,1,,
10/20/2019,Coclich 7,Cat,Domestic Longhair,Female,36,Young adult (1-5 years),,1,1,,
10/20/2019,Coclich 8,Cat,Domestic Medium Hair,Female,84,Adult Cat (5-10 years),,1,1,,
10/21/2019,ARGONN 10/21 1,Cat,Domestic Shorthair,Male,72,Adult Cat (5-10 years),,1,1,,
10/21/2019,Argonn 10/21 2,Cat,Domestic Shorthair,Male,32,Young adult (1-5 years),,1,1,,
10/21/2019,Argonn 10/21 3,Cat,Domestic Shorthair,Male,48,Young adult (1-5 years),,1,1,,
10/21/2019,Argonn 10/21 4,Cat,Domestic Shorthair,Male,48,Young adult (1-5 years),,1,1,,
10/21/2019,Argonn 10/21 5,Cat,Domestic Shorthair,Female,31,Young adult (1-5 years),,1,1,,
10/21/2019,Argonn 10/21 6,Cat,Domestic Shorthair,Male,30,Young adult (1-5 years),,1,1,,
10/21/2019,Crowder 10/21 1,Cat,Domestic Shorthair,Male,72,Adult Cat (5-10 years),,1,1,,
10/21/2019,Crowder 10/21 2,Cat,Domestic Shorthair,Male,48,Young adult (1-5 years),,1,1,,
10/21/2019,Cranford 10/21 1,Cat,Domestic Shorthair,Female,28,Young adult (1-5 years),,1,1,,
10/21/2019,Dean 10/21 1,Cat,Domestic Longhair,Female,34,Young adult (1-5 years),,1,1,,
10/21/2019,Dean 10/21 2,Cat,Domestic Medium Hair,Female,31,Young adult (1-5 years),,1,1,,
10/21/2019,Wilson 10/21 1,Cat,Domestic Shorthair,Female,36,Young adult (1-5 years),,1,1,,
10/21/2019,Wilson 10/21 2,Cat,Domestic Shorthair,Female,36,Young adult (1-5 years),,1,1,,
10/21/2019,McBride 1021 1,Cat,Domestic Shorthair,Unknown,84,Adult Cat (5-10 years),,1,1,,
10/21/2019,McBride 10/21 2,Cat,Domestic Shorthair,Unknown,84,Adult Cat (5-10 years),,1,1,,
10/21/2019,McBride 10/21 3,Cat,Domestic Shorthair,Male,36,Young adult (1-5 years),,1,1,,
10/21/2019,Pletzer 10/21,Cat,Domestic Shorthair,Female,48,Young adult (1-5 years),,1,1,,
10/21/2019,Martin 10/21 1,Cat,Domestic Shorthair,Female,48,Young adult (1-5 years),,1,1,,
10/21/2019,Martin 10/21 2,Cat,Domestic Shorthair,Male,60,Adult Cat (5-10 years),,1,1,,
10/21/2019,Canada,Cat,Domestic Medium Hair,Male,34,Young adult (1-5 years),,2,2,,
10/21/2019,Romeo,Cat,Domestic Medium Hair,Male,28,Young adult (1-5 years),,3,3,,
10/21/2019,Romeo,Cat,Domestic Medium Hair,Male,28,Young adult (1-5 years),,1,1,,
10/21/2019,Story,Cat,Domestic Medium Hair,Female,72,Adult Cat (5-10 years),,6,6,,
10/21/2019,Cook 10/21 1,Cat,Domestic Shorthair,Female,36,Young adult (1-5 years),,1,1,,
10/21/2019,Cook 10/21 2,Cat,Domestic Shorthair,Female,36,Young adult (1-5 years),,1,1,,
10/21/2019,Wakler 10/21 1,Cat,Domestic Shorthair,Male,36,Young adult (1-5 years),,1,1,,
10/21/2019,Crocodile,Cat,Domestic Shorthair,Female,28,Young adult (1-5 years),,19,19,,
10/21/2019,Tex,Dog,Pointer,Male,61,Adult Dog (5 months-8 years),,27,27,,
10/21/2019,Tex,Dog,Pointer,Male,61,Adult Dog (5 months-8 years),,27,27,,
10/21/2019,Delilah,Dog,"Husky, Siberian",Female,39,Adult Dog (5 months-8 years),,1,1,,
10/21/2019,Mojo,Dog,"Chihuahua, Short Coat",Male,48,Adult Dog (5 months-8 years),,1,1,,
10/21/2019,Duke,Dog,"Spaniel, Welsh Springer",Male,42,Adult Dog (5 months-8 years),,1,1,,
10/21/2019,Sirius,Dog,"Retriever, Labrador",Male,36,Adult Dog (5 months-8 years),,1,1,,
10/21/2019,Mac,Dog,"Husky, Siberian",Male,48,Adult Dog (5 months-8 years),,1,1,,
10/21/2019,Coco,Cat,Domestic Shorthair,Female,54,Young adult (1-5 years),,1,1,,
10/21/2019,Zero,Dog,"Chihuahua, Short Coat",Male,26,Adult Dog (5 months-8 years),,1,1,,
10/21/2019,Luna,Dog,"Shepherd, Dutch",Female,72,Adult Dog (5 months-8 years),,1,1,,
10/21/2019,Terri,Dog,"Shepherd, German",Male,156,Senior (8+years),,1,1,,
10/21/2019,Angel,Dog,"Spaniel, English Springer",Female,144,Senior (8+years),,1,1,,
10/21/2019,Sono,Dog,"Terrier, American Pit Bull",Male,33,Adult Dog (5 months-8 years),,1,1,,
10/21/2019,Diva,Dog,American Blue Heeler,Female,84,Adult Dog (5 months-8 years),,1,1,,
10/21/2019,Carmel,Dog,"Pyrenees, Great",Female,42,Adult Dog (5 months-8 years),,1,1,,
10/21/2019,Rio,Dog,"Shepherd, Australian",Male,36,Adult Dog (5 months-8 years),,1,1,,
10/21/2019,Ladybird,Dog,"Retriever, Labrador",Female,84,Adult Dog (5 months-8 years),,7,7,,
10/21/2019,Molly,Dog,Pointer,Female,96,Senior (8+years),,13,13,,
10/21/2019,Lucy,Dog,Shepherd,Female,30,Adult Dog (5 months-8 years),,1,1,,
10/21/2019,Atlanta,Dog,"Husky, Siberian",Female,42,Adult Dog (5 months-8 years),,4,4,,
10/21/2019,Nala,Dog,"Terrier, American Pit Bull",Female,60,Adult Dog (5 months-8 years),,5,5,,"D2D Required,Kids under 10 meet first,No Cats,No kids under 6,No Small Dogs"
10/21/2019,Nala,Dog,"Terrier, American Pit Bull",Female,60,Adult Dog (5 months-8 years),,16,16,,"D2D Required,Kids under 10 meet first,No Cats,No kids under 6,No Small Dogs"
10/21/2019,Anastasia,Dog,"Chihuahua, Short Coat",Female,72,Adult Dog (5 months-8 years),,1,1,,
10/21/2019,Flora,Dog,Retriever,Female,30,Adult Dog (5 months-8 years),,2,2,,
10/21/2019,Sneezy,Dog,Retriever,Female,28,Adult Dog (5 months-8 years),,2,2,,
10/21/2019,Grumpy,Dog,Retriever,Male,28,Adult Dog (5 months-8 years),,3,3,,
10/21/2019,Fauna,Dog,Retriever,Female,30,Adult Dog (5 months-8 years),,3,3,,
10/21/2019,Doc,Dog,Retriever,Male,28,Adult Dog (5 months-8 years),,3,3,,
10/21/2019,Oreo,Dog,Terrier,Male,26,Adult Dog (5 months-8 years),,3,3,,
10/21/2019,Dopey,Dog,Retriever,Male,28,Adult Dog (5 months-8 years),,3,3,,
10/21/2019,Sleepy,Dog,Retriever,Female,28,Adult Dog (5 months-8 years),,4,4,,
10/21/2019,Happy,Dog,Retriever,Female,28,Adult Dog (5 months-8 years),,4,4,,
10/21/2019,Honey,Dog,"Chihuahua, Short Coat",Female,144,Senior (8+years),,14,14,,
10/21/2019,Jete,Dog,"Chihuahua, Short Coat",Female,144,Senior (8+years),,15,15,,
10/21/2019,Scooter,Dog,Terrier,Male,156,Senior (8+years),,25,25,,
10/21/2019,Nugget,Dog,Pomeranian,Female,35,Adult Dog (5 months-8 years),,1,1,,
10/21/2019,Tessa,Dog,"Chihuahua, Short Coat",Female,30,Adult Dog (5 months-8 years),,1,1,,
10/21/2019,Bruno,Dog,Bulldog,Male,33,Adult Dog (5 months-8 years),,16,16,,
03/02/2020,Lady,Dog,Pointer,Female,118,Senior (8+years),Brown,45,45,48.2 lbs,
03/02/2020,Lady,Dog,Pointer,Female,118,Senior (8+years),Brown,1,1,48.2 lbs,
03/02/2020,Lady,Dog,Pointer,Female,118,Senior (8+years),Brown,1,1,48.2 lbs,
10/22/2019,Bootsy,Dog,"Chihuahua, Long Coat",Male,49,Adult Dog (5 months-8 years),,1,1,,
10/22/2019,Motley,Dog,"Cattle Dog, Australian (Blue Heeler)",Male,30,Adult Dog (5 months-8 years),,1,1,,
10/22/2019,Bella Marie,Dog,"Terrier, Scottish Scottie",Female,30,Adult Dog (5 months-8 years),Red/Mahogany,1,1,,
10/22/2019,Bella Marie,Dog,"Terrier, Scottish Scottie",Female,30,Adult Dog (5 months-8 years),Red/Mahogany,1,1,,
10/22/2019,Bella Marie,Dog,"Terrier, Scottish Scottie",Female,30,Adult Dog (5 months-8 years),Red/Mahogany,1,1,,
10/22/2019,Momma,Cat,Domestic Shorthair,Female,49,Young adult (1-5 years),,1,1,,
10/22/2019,Velcro,Cat,Domestic Longhair,Male,33,Young adult (1-5 years),,1,1,,
10/22/2019,Marbles,Cat,Domestic Shorthair,Male,33,Young adult (1-5 years),,1,1,,
10/22/2019,Zizi,Cat,Domestic Longhair,Female,27,Young adult (1-5 years),,4,4,,
10/22/2019,Ultramar,Cat,Domestic Shorthair,Male,31,Young adult (1-5 years),,4,4,,
10/22/2019,Zafiro,Cat,Domestic Medium Hair,Male,48,Young adult (1-5 years),,5,5,,
10/22/2019,Zinco,Cat,Domestic Longhair,Female,27,Young adult (1-5 years),,5,5,,
10/22/2019,Vashti,Cat,Domestic Medium Hair,Female,36,Young adult (1-5 years),,5,5,,
10/22/2019,Feral Soda,Cat,Domestic Shorthair,Male,84,Adult Cat (5-10 years),,24,24,,
10/22/2019,Barn Cat Steel,Cat,Domestic Shorthair,Female,36,Young adult (1-5 years),,24,24,,
10/22/2019,Barn Cat Steel,Cat,Domestic Shorthair,Female,36,Young adult (1-5 years),,9,9,,
10/22/2019,Crinkle,Cat,Domestic Shorthair,Female,26,Young adult (1-5 years),,27,27,,
10/22/2019,Southampton,Cat,Domestic Medium Hair,Male,168,Senior (10+years),,29,29,,
10/22/2019,Silverado,Cat,Domestic Medium Hair,Female,25,Young adult (1-5 years),,40,40,,
10/22/2019,Squill,Cat,Domestic Longhair,Male,25,Young adult (1-5 years),,41,41,,
10/22/2019,Smudge,Cat,Domestic Medium Hair,Female,25,Young adult (1-5 years),,45,45,,
10/22/2019,Spot,Cat,Domestic Medium Hair,Female,25,Young adult (1-5 years),,45,45,,
10/22/2019,Rufus,Cat,Domestic Longhair,Male,25,Young adult (1-5 years),,54,54,3.41 lbs,
10/22/2019,Butch,Cat,Domestic Shorthair,Male,30,Young adult (1-5 years),,1,1,,
10/22/2019,EJ,Cat,Domestic Shorthair,Male,29,Young adult (1-5 years),,1,1,,
10/22/2019,Feral Smith 10/22,Cat,Domestic Shorthair,Female,36,Young adult (1-5 years),,1,1,,
10/22/2019,Evie,Cat,Domestic Shorthair,Female,28,Young adult (1-5 years),,1,1,,
10/22/2019,Peachy,Cat,Domestic Shorthair,Female,30,Young adult (1-5 years),,1,1,,
10/22/2019,Zima,Cat,Domestic Shorthair,Female,30,Young adult (1-5 years),,1,1,,
10/22/2019,Marshmallow,Cat,Maine Coon,Male,42,Young adult (1-5 years),,1,1,,
10/22/2019,Marshmallow,Cat,Maine Coon,Male,42,Young adult (1-5 years),,1,1,,
10/22/2019,Pepper,Dog,"Retriever, Labrador",Female,45,Adult Dog (5 months-8 years),,20,20,,
10/22/2019,Saint,Dog,Rottweiler,Male,96,Senior (8+years),,1,1,,
10/22/2019,Hugs,Cat,Domestic Shorthair,Female,24,Unweaned (0-6 weeks),,1,1,,
10/22/2019,Bella,Dog,Shih Tzu,Female,26,Adult Dog (5 months-8 years),White,1,1,,
10/22/2019,Bella,Dog,Shih Tzu,Female,26,Adult Dog (5 months-8 years),White,1,1,,
10/22/2019,Bella,Dog,Shih Tzu,Female,26,Adult Dog (5 months-8 years),White,1,1,,
10/22/2019,Bella,Dog,Shih Tzu,Female,26,Adult Dog (5 months-8 years),White,1,1,,
10/22/2019,Bella,Dog,Shih Tzu,Female,26,Adult Dog (5 months-8 years),White,1,1,,
10/22/2019,Bella,Dog,Shih Tzu,Female,26,Adult Dog (5 months-8 years),White,1,1,,
10/22/2019,Miranda,Cat,Domestic Longhair,Female,26,Young adult (1-5 years),,5,5,,
10/22/2019,Kelly,Cat,Domestic Longhair,Male,26,Young adult (1-5 years),,33,33,,
10/22/2019,Feral Charles Henry,Cat,Domestic Shorthair,Male,108,Adult Cat (5-10 years),,3,3,,
10/22/2019,Drogo,Dog,"Terrier, American Pit Bull",Male,39,Adult Dog (5 months-8 years),,5,5,,
10/22/2019,Zigzag,Dog,"Corgi, Cardigan Welsh",Female,29,Adult Dog (5 months-8 years),,8,8,,
10/22/2019,Zigzag,Dog,"Corgi, Cardigan Welsh",Female,29,Adult Dog (5 months-8 years),,3,3,,
10/22/2019,Chester,Dog,"Poodle, Miniature",Male,96,Senior (8+years),,13,13,,
10/22/2019,Kapone,Dog,"Terrier, American Pit Bull",Male,84,Adult Dog (5 months-8 years),,49,49,,
10/22/2019,Bella,Dog,"Terrier, American Pit Bull",Female,132,Senior (8+years),,49,49,,
10/22/2019,Doudou,Dog,"Shepherd, Australian",Female,27,Adult Dog (5 months-8 years),,1,1,,
10/22/2019,Doudou,Dog,"Shepherd, Australian",Female,27,Adult Dog (5 months-8 years),,1,1,,
10/22/2019,Pac,Dog,"Chihuahua, Short Coat",Male,60,Adult Dog (5 months-8 years),,1,1,,
10/22/2019,Pac,Dog,"Chihuahua, Short Coat",Male,60,Adult Dog (5 months-8 years),,1,1,,
10/22/2019,Roxy,Dog,"Retriever, Labrador",Female,138,Senior (8+years),,1,1,,
10/22/2019,Baron,Dog,"Terrier, American Pit Bull",Male,48,Adult Dog (5 months-8 years),Grey,9,9,90 lbs,"D2D Required,Kids under 10 meet first,No Cats,No kids under 6"
10/22/2019,Baron,Dog,"Terrier, American Pit Bull",Male,48,Adult Dog (5 months-8 years),Grey,4,4,90 lbs,"D2D Required,Kids under 10 meet first,No Cats,No kids under 6"
10/22/2019,Scrapper,Cat,Domestic Shorthair,Male,169,Senior (10+years),,16,16,,
10/22/2019,George,Cat,Domestic Medium Hair,Male,181,Senior (10+years),,44,44,,
10/22/2019,Payday,Cat,Domestic Medium Hair,Male,25,Young adult (1-5 years),,36,36,,
10/22/2019,Reeses,Cat,Domestic Medium Hair,Female,25,Young adult (1-5 years),Orange,38,38,10.9 lbs,
10/22/2019,Reeses,Cat,Domestic Medium Hair,Female,25,Young adult (1-5 years),Orange,28,28,10.9 lbs,
10/22/2019,Reeses,Cat,Domestic Medium Hair,Female,25,Young adult (1-5 years),Orange,3,3,10.9 lbs,
10/22/2019,Snickers,Cat,Domestic Medium Hair,Male,25,Young adult (1-5 years),,38,38,,
10/22/2019,Nutterbutter,Cat,Domestic Medium Hair,Male,25,Young adult (1-5 years),,39,39,,
10/22/2019,Feral 1,Cat,Domestic Longhair,Female,72,Adult Cat (5-10 years),,2,2,,
10/22/2019,Feral 2,Cat,Domestic Longhair,Unknown,60,Adult Cat (5-10 years),,2,2,,
10/22/2019,Feral 3,Cat,Domestic Shorthair,Female,84,Adult Cat (5-10 years),,2,2,,
10/22/2019,Feral 4,Cat,Domestic Shorthair,Male,36,Young adult (1-5 years),,2,2,,
10/22/2019,Pao,Cat,Domestic Shorthair,Female,26,Young adult (1-5 years),,4,4,,
10/22/2019,Mila,Cat,Domestic Longhair,Female,26,Young adult (1-5 years),,17,17,,
10/22/2019,Mila,Cat,Domestic Longhair,Female,26,Young adult (1-5 years),,1,1,,
10/22/2019,Mila,Cat,Domestic Longhair,Female,26,Young adult (1-5 years),,1,1,,
10/22/2019,Kung,Cat,Domestic Shorthair,Male,26,Young adult (1-5 years),,48,48,,
10/22/2019,Feral 5,Cat,Domestic Medium Hair,Female,48,Young adult (1-5 years),,2,2,,
10/22/2019,Feral 6,Cat,Domestic Shorthair,Male,48,Young adult (1-5 years),,2,2,,
10/22/2019,Feral 7,Cat,Domestic Longhair,Female,72,Adult Cat (5-10 years),,2,2,,
10/22/2019,Feral 8,Cat,Domestic Shorthair,Male,84,Adult Cat (5-10 years),,2,2,,
10/22/2019,Feral 1,Cat,Domestic Shorthair,Male,48,Young adult (1-5 years),,2,2,,
10/22/2019,Feral 2,Cat,Domestic Shorthair,Female,96,Adult Cat (5-10 years),,2,2,,
10/23/2019,ARGONN 10/23 1,Cat,Domestic Shorthair,Male,29,Young adult (1-5 years),,1,1,,
10/23/2019,ARGONN 10/23 2,Cat,Domestic Shorthair,Female,36,Young adult (1-5 years),,1,1,,
10/23/2019,ARGONN 10/23 3,Cat,Domestic Longhair,Unknown,84,Adult Cat (5-10 years),,1,1,,
10/23/2019,ARGONN 10/23 4,Cat,Domestic Shorthair,Female,36,Young adult (1-5 years),,1,1,,
10/23/2019,ARGONN 10/23 5,Cat,Domestic Shorthair,Male,30,Young adult (1-5 years),,1,1,,
10/23/2019,ARGONN 10/23 6,Cat,Domestic Medium Hair,Female,27,Young adult (1-5 years),,1,1,,
10/23/2019,feral5,Cat,Domestic Shorthair,Female,27,Young adult (1-5 years),,2,2,,
10/23/2019,CROSS-FAWG 500,Cat,Domestic Shorthair,Male,29,Young adult (1-5 years),,1,1,,
10/23/2019,CARMAZZI 500,Cat,Domestic Longhair,Male,96,Adult Cat (5-10 years),,2,2,,
10/23/2019,DEAN 200,Cat,Domestic Shorthair,Male,30,Young adult (1-5 years),,2,2,,
10/23/2019,DEAN 300,Cat,Domestic Shorthair,Female,36,Young adult (1-5 years),,2,2,,
10/23/2019,WILSON 200,Cat,Domestic Shorthair,Female,48,Young adult (1-5 years),,2,2,,
10/23/2019,Bake,Cat,Domestic Medium Hair,Male,25,Unweaned (0-6 weeks),,1,1,,
10/23/2019,feral1,Cat,Domestic Longhair,Female,60,Adult Cat (5-10 years),,2,2,,
10/23/2019,Toni Morrison,Cat,Domestic Longhair,Female,26,Young adult (1-5 years),,3,3,,
10/23/2019,Melville,Cat,Domestic Shorthair,Male,27,Young adult (1-5 years),,3,3,,
10/23/2019,Cyan,Cat,Domestic Medium Hair,Male,26,Young adult (1-5 years),,3,3,,
10/23/2019,Cyan,Cat,Domestic Medium Hair,Male,26,Young adult (1-5 years),,1,1,,
10/23/2019,Old English,Cat,Domestic Longhair,Male,26,Young adult (1-5 years),,3,3,,
10/23/2019,Fireside,Cat,Domestic Medium Hair,Female,26,Young adult (1-5 years),,3,3,,
10/23/2019,Maya Angelou,Cat,Domestic Shorthair,Female,26,Young adult (1-5 years),,3,3,,
10/23/2019,Abode,Cat,Domestic Medium Hair,Male,26,Young adult (1-5 years),,4,4,,
10/23/2019,Alloy,Cat,Domestic Shorthair,Female,84,Adult Cat (5-10 years),,8,8,,
10/23/2019,Mio,Cat,Domestic Medium Hair,Female,48,Young adult (1-5 years),,10,10,,
10/23/2019,Pretty Penny,Cat,Domestic Medium Hair,Female,25,Young adult (1-5 years),,21,21,,
10/23/2019,Top Dollar,Cat,Domestic Medium Hair,Male,25,Young adult (1-5 years),,22,22,,
10/23/2019,Feral Toddy,Cat,Domestic Shorthair,Male,30,Young adult (1-5 years),,23,23,,
10/23/2019,Feral Toddy,Cat,Domestic Shorthair,Male,30,Young adult (1-5 years),,7,7,,
10/23/2019,LOBERG 100,Cat,Domestic Shorthair,Female,31,Young adult (1-5 years),,2,2,,
10/23/2019,LOBERG 200,Cat,Domestic Shorthair,Female,31,Young adult (1-5 years),,2,2,,
10/23/2019,KING 500,Cat,Domestic Shorthair,Female,36,Young adult (1-5 years),,2,2,,
10/23/2019,KING 501,Cat,Domestic Longhair,Female,31,Young adult (1-5 years),,2,2,,
10/23/2019,WALKER 100,Cat,Domestic Shorthair,Male,84,Adult Cat (5-10 years),,2,2,,
10/23/2019,WALKER 101,Cat,Domestic Medium Hair,Unknown,84,Adult Cat (5-10 years),,2,2,,
10/23/2019,WALKER 102,Cat,Domestic Medium Hair,Male,96,Adult Cat (5-10 years),,2,2,,
10/23/2019,JOHNSON 500,Cat,Domestic Longhair,Female,26,Young adult (1-5 years),,2,2,,
10/23/2019,JOHNSON 501,Cat,Domestic Longhair,Female,26,Young adult (1-5 years),,2,2,,
10/23/2019,JOHNSON 502,Cat,Domestic Longhair,Female,26,Young adult (1-5 years),,2,2,,
10/23/2019,JOHNSON 503,Cat,Domestic Longhair,Female,26,Young adult (1-5 years),,2,2,,
10/23/2019,JOHNSON 504,Cat,Domestic Longhair,Female,26,Young adult (1-5 years),,2,2,,
10/23/2019,MITCHEL 100,Cat,Domestic Shorthair,Male,84,Adult Cat (5-10 years),,2,2,,
10/23/2019,Spooky,Dog,"Terrier, Jack Russell",Male,84,Adult Dog (5 months-8 years),,3,3,,
10/23/2019,Oreo,Cat,Domestic Shorthair,Male,30,Young adult (1-5 years),,1,1,,
10/23/2019,Wilbur,Dog,"Terrier, Boston",Male,100,Senior (8+years),,1,1,,
10/23/2019,Whiskey,Dog,Shepherd,Female,34,Adult Dog (5 months-8 years),,6,6,,
10/23/2019,Lamar,Dog,Terrier,Male,34,Adult Dog (5 months-8 years),,12,12,,
10/23/2019,Lucy,Dog,"Poodle, Standard",Female,60,Adult Dog (5 months-8 years),,1,1,,
10/23/2019,Emma,Cat,Domestic Medium Hair,Female,31,Young adult (1-5 years),,18,18,,
10/23/2019,Rooster,Dog,"Shepherd, Australian",Male,36,Adult Dog (5 months-8 years),,1,1,,
10/24/2019,Shiloh,Dog,"Husky, Siberian",Male,41,Adult Dog (5 months-8 years),,1,1,,
10/24/2019,Coco,Dog,"Bulldog, English",Female,61,Adult Dog (5 months-8 years),,1,1,,
10/24/2019,Nemo,Dog,"Terrier, Pit Bull",Male,32,Adult Dog (5 months-8 years),,1,1,,
10/24/2019,Waffles,Cat,Domestic Medium Hair,Male,28,Young adult (1-5 years),,1,1,,
10/24/2019,X,Cat,Sphynx,Male,27,Young adult (1-5 years),,1,1,,
10/24/2019,Z,Cat,Sphynx,Male,27,Young adult (1-5 years),,1,1,,
10/24/2019,Ziggy,Cat,Domestic Medium Hair,Male,29,Young adult (1-5 years),,1,1,,
10/24/2019,Critter,Dog,"Terrier, American Pit Bull",Female,37,Adult Dog (5 months-8 years),,1,1,,
10/24/2019,Rickie,Cat,Domestic Shorthair,Female,30,Young adult (1-5 years),,1,1,,
10/24/2019,Crochet,Cat,Domestic Longhair,Female,26,Young adult (1-5 years),,5,5,,
10/24/2019,Tangiers,Cat,Domestic Medium Hair,Female,31,Young adult (1-5 years),,7,7,,
10/24/2019,Pekoe,Cat,Domestic Shorthair,Male,26,Young adult (1-5 years),,7,7,,
10/24/2019,Parsley,Cat,Domestic Shorthair,Female,26,Young adult (1-5 years),,8,8,,
10/24/2019,Pomander,Cat,Domestic Shorthair,Male,26,Young adult (1-5 years),,11,11,,
10/24/2019,Pepsi,Cat,Domestic Shorthair,Male,26,Young adult (1-5 years),,12,12,,
10/24/2019,Porter,Cat,Domestic Shorthair,Male,26,Young adult (1-5 years),,16,16,,
10/24/2019,Feral Scuba,Cat,Domestic Medium Hair,Female,48,Young adult (1-5 years),,25,25,,
10/24/2019,Snorkel,Cat,Domestic Longhair,Female,25,Kitten (6 weeks-5 months),,29,29,,
10/24/2019,Aqualung,Cat,Domestic Medium Hair,Female,25,Young adult (1-5 years),,30,30,,
10/24/2019,Free Dive,Cat,Domestic Longhair,Female,25,Young adult (1-5 years),,30,30,,
10/24/2019,Loki,Cat,Domestic Shorthair,Unknown,28,Young adult (1-5 years),,1,1,,
10/24/2019,Salem,Cat,Domestic Shorthair,Female,31,Young adult (1-5 years),,5,5,,
10/24/2019,Hot Chocolate,Cat,Domestic Shorthair,Male,26,Young adult (1-5 years),,11,11,,
10/24/2019,Dexter,Cat,Domestic Shorthair,Male,27,Young adult (1-5 years),,1,1,,
10/24/2019,Dexter,Cat,Domestic Shorthair,Male,27,Young adult (1-5 years),,1,1,,
10/24/2019,Dexter,Cat,Domestic Shorthair,Male,27,Young adult (1-5 years),,1,1,,
10/24/2019,Buddy,Cat,Domestic Shorthair,Male,27,Young adult (1-5 years),,1,1,,
10/24/2019,Buddy,Cat,Domestic Shorthair,Male,27,Young adult (1-5 years),,1,1,,
10/24/2019,Buddy,Cat,Domestic Shorthair,Male,27,Young adult (1-5 years),,1,1,,
10/24/2019,Piper,Dog,Spaniel,Female,90,Adult Dog (5 months-8 years),,1,1,,
10/24/2019,Maple,Dog,"Retriever, Labrador",Female,90,Adult Dog (5 months-8 years),,19,19,,
10/24/2019,Puppy 2,Dog,"Shepherd, German",Unknown,26,Adult Dog (5 months-8 years),,1,1,,
10/24/2019,Puppy 3,Dog,"Shepherd, German",Unknown,26,Adult Dog (5 months-8 years),,1,1,,
10/24/2019,Puppy 4,Dog,"Shepherd, German",Unknown,26,Adult Dog (5 months-8 years),,1,1,,
10/24/2019,Puppy 5,Dog,"Shepherd, German",Male,26,Adult Dog (5 months-8 years),,1,1,,
10/24/2019,Harper,Dog,"Shepherd, German",Female,26,Adult Dog (5 months-8 years),Brown,1,1,45.8 lbs,
