COLLECTION_Date,TRACE,LONG,LAT,ELEV [m],TWT [ns],"SNOW DEPTH [m, assuming velocity of 0.234 m/ns]",SWE [mm assuming density of 335 kg/m3],EASTING,NORTHING,UTM_ZONE,TRANSECT
GPR_0042_020817,208307,-108.0588473,39.04442036,-999,14.7788,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208308,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208309,-108.0588473,39.04442036,-999,14.73,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208310,-108.0588473,39.04442036,-999,14.6812,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208311,-108.0588473,39.04442036,-999,14.7788,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208312,-108.0588473,39.04442036,-999,14.6325,1.746,585,754543.315,4325831.01,12S,56
GPR_0042_020817,208313,-108.0588473,39.04442036,-999,14.5837,1.746,585,754543.315,4325831.01,12S,56
GPR_0042_020817,208314,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208315,-108.0588473,39.04442036,-999,14.6812,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208316,-108.0588473,39.04442036,-999,14.6812,1.752,587,754543.315,4325831.01,12S,56
GPR_0042_020817,208317,-108.0588473,39.04442036,-999,14.73,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208318,-108.0588473,39.04442036,-999,14.6812,1.752,587,754543.315,4325831.01,12S,56
GPR_0042_020817,208319,-108.0588473,39.04442036,-999,14.6812,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208320,-108.0588473,39.04442036,-999,14.6812,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208321,-108.0588473,39.04442036,-999,14.8276,1.769,593,754543.315,4325831.01,12S,56
GPR_0042_020817,208322,-108.0588473,39.04442036,-999,14.73,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208323,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208324,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208325,-108.0588473,39.04442036,-999,14.7788,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208326,-108.0588473,39.04442036,-999,14.6812,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208327,-108.0588473,39.04442036,-999,14.73,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208328,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208329,-108.0588473,39.04442036,-999,14.6812,1.752,587,754543.315,4325831.01,12S,56
GPR_0042_020817,208330,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208331,-108.0588473,39.04442036,-999,14.7788,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208332,-108.0588473,39.04442036,-999,14.7788,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208333,-108.0588473,39.04442036,-999,14.7788,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208334,-108.0588473,39.04442036,-999,14.8276,1.769,593,754543.315,4325831.01,12S,56
GPR_0042_020817,208335,-108.0588473,39.04442036,-999,14.7788,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208336,-108.0588473,39.04442036,-999,14.73,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208337,-108.0588473,39.04442036,-999,14.6324,1.752,587,754543.315,4325831.01,12S,56
GPR_0042_020817,208338,-108.0588473,39.04442036,-999,14.73,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208339,-108.0588473,39.04442036,-999,14.73,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208340,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208341,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208342,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208343,-108.0588473,39.04442036,-999,14.7788,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208344,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208345,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208346,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208347,-108.0588473,39.04442036,-999,14.6324,1.752,587,754543.315,4325831.01,12S,56
GPR_0042_020817,208348,-108.0588473,39.04442036,-999,14.6812,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208349,-108.0588473,39.04442036,-999,14.6812,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208350,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208351,-108.0588473,39.04442036,-999,14.6812,1.752,587,754543.315,4325831.01,12S,56
GPR_0042_020817,208352,-108.0588473,39.04442036,-999,14.6812,1.752,587,754543.315,4325831.01,12S,56
GPR_0042_020817,208353,-108.0588473,39.04442036,-999,14.6812,1.752,587,754543.315,4325831.01,12S,56
GPR_0042_020817,208354,-108.0588473,39.04442036,-999,14.7788,1.769,593,754543.315,4325831.01,12S,56
GPR_0042_020817,208355,-108.0588473,39.04442036,-999,14.6812,1.752,587,754543.315,4325831.01,12S,56
GPR_0042_020817,208356,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208357,-108.0588473,39.04442036,-999,14.6325,1.746,585,754543.315,4325831.01,12S,56
GPR_0042_020817,208358,-108.0588473,39.04442036,-999,14.73,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208359,-108.0588473,39.04442036,-999,14.6812,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208360,-108.0588473,39.04442036,-999,14.6324,1.752,587,754543.315,4325831.01,12S,56
GPR_0042_020817,208361,-108.0588473,39.04442036,-999,14.7788,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208362,-108.0588473,39.04442036,-999,14.7788,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208363,-108.0588473,39.04442036,-999,14.8276,1.769,593,754543.315,4325831.01,12S,56
GPR_0042_020817,208364,-108.0588473,39.04442036,-999,14.73,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208365,-108.0588473,39.04442036,-999,14.7788,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208366,-108.0588473,39.04442036,-999,14.7788,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208367,-108.0588473,39.04442036,-999,14.6325,1.746,585,754543.315,4325831.01,12S,56
GPR_0042_020817,208368,-108.0588473,39.04442036,-999,14.8276,1.769,593,754543.315,4325831.01,12S,56
GPR_0042_020817,208369,-108.0588473,39.04442036,-999,14.73,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208370,-108.0588473,39.04442036,-999,14.6812,1.752,587,754543.315,4325831.01,12S,56
GPR_0042_020817,208371,-108.0588473,39.04442036,-999,14.7788,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208372,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208373,-108.0588473,39.04442036,-999,14.73,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208374,-108.0588473,39.04442036,-999,14.6812,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208375,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208376,-108.0588473,39.04442036,-999,14.6812,1.752,587,754543.315,4325831.01,12S,56
GPR_0042_020817,208377,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208378,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208379,-108.0588473,39.04442036,-999,14.6812,1.752,587,754543.315,4325831.01,12S,56
GPR_0042_020817,208380,-108.0588473,39.04442036,-999,14.7788,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208381,-108.0588473,39.04442036,-999,14.6812,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208382,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208383,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208384,-108.0588473,39.04442036,-999,14.6325,1.746,585,754543.315,4325831.01,12S,56
GPR_0042_020817,208385,-108.0588473,39.04442036,-999,14.7788,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208386,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208387,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208388,-108.0588473,39.04442036,-999,14.6812,1.752,587,754543.315,4325831.01,12S,56
GPR_0042_020817,208389,-108.0588473,39.04442036,-999,14.6812,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208390,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208391,-108.0588473,39.04442036,-999,14.73,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208392,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208393,-108.0588473,39.04442036,-999,14.6812,1.752,587,754543.315,4325831.01,12S,56
GPR_0042_020817,208394,-108.0588473,39.04442036,-999,14.6812,1.752,587,754543.315,4325831.01,12S,56
GPR_0042_020817,208395,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208396,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208397,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208398,-108.0588473,39.04442036,-999,14.6812,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208399,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208400,-108.0588473,39.04442036,-999,14.6812,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208401,-108.0588473,39.04442036,-999,14.7788,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208402,-108.0588473,39.04442036,-999,14.8276,1.769,593,754543.315,4325831.01,12S,56
GPR_0042_020817,208403,-108.0588473,39.04442036,-999,14.73,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208404,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208405,-108.0588473,39.04442036,-999,14.6812,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208406,-108.0588473,39.04442036,-999,14.6812,1.752,587,754543.315,4325831.01,12S,56
GPR_0042_020817,208407,-108.0588473,39.04442036,-999,14.6812,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208408,-108.0588473,39.04442036,-999,14.6812,1.752,587,754543.315,4325831.01,12S,56
GPR_0042_020817,208409,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208410,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208411,-108.0588473,39.04442036,-999,14.7788,1.769,593,754543.315,4325831.01,12S,56
GPR_0042_020817,208412,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208413,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208414,-108.0588473,39.04442036,-999,14.7788,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208415,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208416,-108.0588473,39.04442036,-999,14.6812,1.752,587,754543.315,4325831.01,12S,56
GPR_0042_020817,208417,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208418,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208419,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208420,-108.0588473,39.04442036,-999,14.6324,1.752,587,754543.315,4325831.01,12S,56
GPR_0042_020817,208421,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208422,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208423,-108.0588473,39.04442036,-999,14.8276,1.769,593,754543.315,4325831.01,12S,56
GPR_0042_020817,208424,-108.0588473,39.04442036,-999,14.8764,1.775,595,754543.315,4325831.01,12S,56
GPR_0042_020817,208425,-108.0588473,39.04442036,-999,14.8276,1.769,593,754543.315,4325831.01,12S,56
GPR_0042_020817,208426,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208427,-108.0588473,39.04442036,-999,14.6812,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208428,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208429,-108.0588473,39.04442036,-999,14.6812,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208430,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208431,-108.0588473,39.04442036,-999,14.6812,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208432,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208433,-108.0588473,39.04442036,-999,14.7788,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208434,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208435,-108.0588473,39.04442036,-999,14.6812,1.752,587,754543.315,4325831.01,12S,56
GPR_0042_020817,208436,-108.0588473,39.04442036,-999,14.6812,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208437,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208438,-108.0588473,39.04442036,-999,14.6812,1.752,587,754543.315,4325831.01,12S,56
GPR_0042_020817,208439,-108.0588473,39.04442036,-999,14.7788,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208440,-108.0588473,39.04442036,-999,14.6324,1.752,587,754543.315,4325831.01,12S,56
GPR_0042_020817,208441,-108.0588473,39.04442036,-999,14.8276,1.769,593,754543.315,4325831.01,12S,56
GPR_0042_020817,208442,-108.0588473,39.04442036,-999,14.7788,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208443,-108.0588473,39.04442036,-999,14.6812,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208444,-108.0588473,39.04442036,-999,14.8276,1.769,593,754543.315,4325831.01,12S,56
GPR_0042_020817,208445,-108.0588473,39.04442036,-999,14.6812,1.752,587,754543.315,4325831.01,12S,56
GPR_0042_020817,208446,-108.0588473,39.04442036,-999,14.7788,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208447,-108.0588473,39.04442036,-999,14.6812,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208448,-108.0588473,39.04442036,-999,14.7788,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208449,-108.0588473,39.04442036,-999,14.73,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208450,-108.0588473,39.04442036,-999,14.6812,1.752,587,754543.315,4325831.01,12S,56
GPR_0042_020817,208451,-108.0588473,39.04442036,-999,14.6324,1.752,587,754543.315,4325831.01,12S,56
GPR_0042_020817,208452,-108.0588473,39.04442036,-999,14.73,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208453,-108.0588473,39.04442036,-999,14.7788,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208454,-108.0588473,39.04442036,-999,14.6324,1.752,587,754543.315,4325831.01,12S,56
GPR_0042_020817,208455,-108.0588473,39.04442036,-999,14.6812,1.752,587,754543.315,4325831.01,12S,56
GPR_0042_020817,208456,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208457,-108.0588473,39.04442036,-999,14.7788,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208458,-108.0588473,39.04442036,-999,14.7788,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208459,-108.0588473,39.04442036,-999,14.7788,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208460,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208461,-108.0588473,39.04442036,-999,14.8276,1.769,593,754543.315,4325831.01,12S,56
GPR_0042_020817,208462,-108.0588473,39.04442036,-999,14.7788,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208463,-108.0588473,39.04442036,-999,14.7788,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208464,-108.0588473,39.04442036,-999,14.73,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208465,-108.0588473,39.04442036,-999,14.5837,1.746,585,754543.315,4325831.01,12S,56
GPR_0042_020817,208466,-108.0588473,39.04442036,-999,14.6324,1.752,587,754543.315,4325831.01,12S,56
GPR_0042_020817,208467,-108.0588473,39.04442036,-999,14.7788,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208468,-108.0588473,39.04442036,-999,14.6812,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208469,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208470,-108.0588473,39.04442036,-999,14.73,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208471,-108.0588473,39.04442036,-999,14.7788,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208472,-108.0588473,39.04442036,-999,14.73,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208473,-108.0588473,39.04442036,-999,14.6812,1.752,587,754543.315,4325831.01,12S,56
GPR_0042_020817,208474,-108.0588473,39.04442036,-999,14.6812,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208475,-108.0588473,39.04442036,-999,14.5837,1.741,583,754543.315,4325831.01,12S,56
GPR_0042_020817,208476,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208477,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208478,-108.0588473,39.04442036,-999,14.7788,1.769,593,754543.315,4325831.01,12S,56
GPR_0042_020817,208479,-108.0588473,39.04442036,-999,14.73,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208480,-108.0588473,39.04442036,-999,14.7788,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208481,-108.0588473,39.04442036,-999,14.6812,1.752,587,754543.315,4325831.01,12S,56
GPR_0042_020817,208482,-108.0588473,39.04442036,-999,14.7788,1.769,593,754543.315,4325831.01,12S,56
GPR_0042_020817,208483,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208484,-108.0588473,39.04442036,-999,14.73,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208485,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208486,-108.0588473,39.04442036,-999,14.73,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208487,-108.0588473,39.04442036,-999,14.7788,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208488,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208489,-108.0588473,39.04442036,-999,14.7788,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208490,-108.0588473,39.04442036,-999,14.7788,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208491,-108.0588473,39.04442036,-999,14.6812,1.752,587,754543.315,4325831.01,12S,56
GPR_0042_020817,208492,-108.0588473,39.04442036,-999,14.6812,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208493,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208494,-108.0588473,39.04442036,-999,14.7788,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208495,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208496,-108.0588473,39.04442036,-999,14.7788,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208497,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208498,-108.0588473,39.04442036,-999,14.8276,1.769,593,754543.315,4325831.01,12S,56
GPR_0042_020817,208499,-108.0588473,39.04442036,-999,14.7788,1.763,591,754543.315,4325831.01,12S,56
GPR_0042_020817,208500,-108.0588473,39.04442036,-999,14.73,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208501,-108.0588473,39.04442036,-999,14.6812,1.758,589,754543.315,4325831.01,12S,56
GPR_0042_020817,208502,-108.0588473,39.04442036,-999,14.6812,1.752,587,754543.315,4325831.01,12S,56
GPR_0042_020817,208503,-108.0588472,39.04442036,-999,14.6812,1.752,587,754543.3184,4325831.01,12S,56
GPR_0042_020817,208504,-108.0588472,39.04442036,-999,14.7788,1.763,591,754543.3218,4325831.01,12S,56
GPR_0042_020817,208505,-108.0588472,39.04442036,-999,14.73,1.763,591,754543.3253,4325831.01,12S,56
GPR_0042_020817,208506,-108.0588471,39.04442036,-999,14.8764,1.775,595,754543.3287,4325831.01,12S,56
GPR_0042_020817,208507,-108.0588471,39.04442036,-999,14.6812,1.758,589,754543.3321,4325831.01,12S,56
GPR_0042_020817,208508,-108.058847,39.04442036,-999,14.73,1.758,589,754543.3356,4325831.01,12S,56
GPR_0042_020817,208509,-108.058847,39.04442036,-999,14.73,1.763,591,754543.339,4325831.01,12S,56
GPR_0042_020817,208510,-108.058847,39.04442036,-999,14.6812,1.758,589,754543.3424,4325831.01,12S,56
GPR_0042_020817,208511,-108.0588469,39.04442036,-999,14.7788,1.763,591,754543.3459,4325831.011,12S,56
GPR_0042_020817,208512,-108.0588469,39.04442036,-999,14.8276,1.769,593,754543.3493,4325831.011,12S,56
GPR_0042_020817,208513,-108.0588468,39.04442036,-999,14.73,1.763,591,754543.3528,4325831.011,12S,56
GPR_0042_020817,208514,-108.0588468,39.04442036,-999,14.73,1.758,589,754543.3562,4325831.011,12S,56
GPR_0042_020817,208515,-108.0588468,39.04442036,-999,14.6812,1.752,587,754543.3596,4325831.011,12S,56
GPR_0042_020817,208516,-108.0588467,39.04442036,-999,14.6812,1.752,587,754543.3631,4325831.011,12S,56
GPR_0042_020817,208517,-108.0588467,39.04442036,-999,14.8764,1.775,595,754543.3665,4325831.011,12S,56
GPR_0042_020817,208518,-108.0588466,39.04442036,-999,14.73,1.758,589,754543.3699,4325831.011,12S,56
GPR_0042_020817,208519,-108.0588466,39.04442036,-999,14.73,1.758,589,754543.3734,4325831.011,12S,56
GPR_0042_020817,208520,-108.0588466,39.04442036,-999,14.6812,1.752,587,754543.3768,4325831.012,12S,56
GPR_0042_020817,208521,-108.0588465,39.04442036,-999,14.73,1.758,589,754543.3802,4325831.012,12S,56
GPR_0042_020817,208522,-108.0588465,39.04442036,-999,14.8276,1.769,593,754543.3837,4325831.012,12S,56
GPR_0042_020817,208523,-108.0588465,39.04442036,-999,14.73,1.758,589,754543.3871,4325831.012,12S,56
GPR_0042_020817,208524,-108.0588464,39.04442036,-999,14.73,1.758,589,754543.3905,4325831.012,12S,56
GPR_0042_020817,208525,-108.0588464,39.04442036,-999,14.6812,1.752,587,754543.394,4325831.012,12S,56
GPR_0042_020817,208526,-108.0588463,39.04442036,-999,14.73,1.758,589,754543.3974,4325831.012,12S,56
GPR_0042_020817,208527,-108.0588463,39.04442036,-999,14.6324,1.752,587,754543.4008,4325831.012,12S,56
GPR_0042_020817,208528,-108.0588463,39.04442036,-999,14.8276,1.769,593,754543.4043,4325831.012,12S,56
GPR_0042_020817,208529,-108.0588462,39.04442036,-999,14.6812,1.763,591,754543.4077,4325831.013,12S,56
GPR_0042_020817,208530,-108.0588462,39.04442036,-999,14.6812,1.752,587,754543.4111,4325831.013,12S,56
GPR_0042_020817,208531,-108.0588461,39.04442036,-999,14.5837,1.746,585,754543.4146,4325831.013,12S,56
GPR_0042_020817,208532,-108.0588461,39.04442036,-999,14.73,1.758,589,754543.418,4325831.013,12S,56
GPR_0042_020817,208533,-108.0588461,39.04442036,-999,14.73,1.758,589,754543.4215,4325831.013,12S,56
GPR_0042_020817,208534,-108.058846,39.04442036,-999,14.7788,1.763,591,754543.4249,4325831.013,12S,56
GPR_0042_020817,208535,-108.058846,39.04442036,-999,14.73,1.758,589,754543.4283,4325831.013,12S,56
GPR_0042_020817,208536,-108.0588459,39.04442036,-999,14.5837,1.746,585,754543.4318,4325831.013,12S,56
GPR_0042_020817,208537,-108.0588459,39.04442036,-999,14.6812,1.752,587,754543.4352,4325831.013,12S,56
GPR_0042_020817,208538,-108.0588459,39.04442036,-999,14.6812,1.758,589,754543.4386,4325831.014,12S,56
GPR_0042_020817,208539,-108.0588458,39.04442036,-999,14.73,1.758,589,754543.4421,4325831.014,12S,56
GPR_0042_020817,208540,-108.0588458,39.04442036,-999,14.73,1.758,589,754543.4455,4325831.014,12S,56
GPR_0042_020817,208541,-108.0588457,39.04442036,-999,14.6812,1.758,589,754543.4489,4325831.014,12S,56
GPR_0042_020817,208542,-108.0588457,39.04442036,-999,14.6324,1.752,587,754543.4524,4325831.014,12S,56
GPR_0042_020817,208543,-108.0588457,39.04442036,-999,14.7788,1.763,591,754543.4558,4325831.014,12S,56
GPR_0042_020817,208544,-108.0588456,39.04442036,-999,14.7788,1.763,591,754543.4592,4325831.014,12S,56
GPR_0042_020817,208545,-108.0588454,39.04442027,-999,14.7788,1.763,591,754543.4812,4325831.006,12S,56
GPR_0042_020817,208546,-108.0588451,39.04442019,-999,14.73,1.758,589,754543.5031,4325830.997,12S,56
GPR_0042_020817,208547,-108.0588449,39.04442011,-999,14.5837,1.741,583,754543.5251,4325830.989,12S,56
GPR_0042_020817,208548,-108.0588446,39.04442002,-999,14.6812,1.752,587,754543.547,4325830.98,12S,56
GPR_0042_020817,208549,-108.0588444,39.04441994,-999,14.73,1.758,589,754543.5689,4325830.972,12S,56
GPR_0042_020817,208550,-108.0588441,39.04441986,-999,14.6812,1.752,587,754543.5909,4325830.963,12S,56
GPR_0042_020817,208551,-108.0588439,39.04441977,-999,14.73,1.758,589,754543.6128,4325830.954,12S,56
GPR_0042_020817,208552,-108.0588436,39.04441969,-999,14.6325,1.746,585,754543.6348,4325830.946,12S,56
GPR_0042_020817,208553,-108.0588434,39.04441961,-999,14.6812,1.752,587,754543.6567,4325830.937,12S,56
GPR_0042_020817,208554,-108.0588431,39.04441952,-999,14.6325,1.746,585,754543.6786,4325830.929,12S,56
