COLLECTION_Date,TRACE,LONG,LAT,ELEV [m],TWT [ns],"SNOW DEPTH [m, assuming velocity of 0.234 m/ns]",SWE [mm assuming density of 335 kg/m3],EASTING,NORTHING,UTM_ZONE,TRANSECT
GPR_0042_020817,118973,-108.0613483,39.04479416,-999,10.0963,1.216,407,754325.4796,4325865.473,12S,52
GPR_0042_020817,118974,-108.0613484,39.0447946,-999,9.9988,1.204,403,754325.4704,4325865.522,12S,52
GPR_0042_020817,118975,-108.0613485,39.04479504,-999,9.95,1.204,403,754325.4612,4325865.57,12S,52
GPR_0042_020817,118976,-108.0613486,39.04479548,-999,9.9012,1.198,401,754325.4521,4325865.618,12S,52
GPR_0042_020817,118977,-108.0613487,39.04479592,-999,10.2427,1.233,413,754325.4429,4325865.667,12S,52
GPR_0042_020817,118978,-108.0613488,39.04479636,-999,9.9988,1.21,405,754325.4337,4325865.715,12S,52
GPR_0042_020817,118979,-108.0613489,39.04479679,-999,10.0476,1.21,405,754325.4246,4325865.764,12S,52
GPR_0042_020817,118980,-108.061349,39.04479723,-999,10.1451,1.221,409,754325.4154,4325865.812,12S,52
GPR_0042_020817,118981,-108.061349,39.04479765,-999,10.2914,1.238,415,754325.4139,4325865.858,12S,52
GPR_0042_020817,118982,-108.061349,39.04479807,-999,10.1939,1.233,413,754325.4124,4325865.905,12S,52
GPR_0042_020817,118983,-108.061349,39.04479848,-999,10.2427,1.233,413,754325.4109,4325865.951,12S,52
GPR_0042_020817,118984,-108.061349,39.0447989,-999,10.2914,1.244,417,754325.4094,4325865.997,12S,52
GPR_0042_020817,118985,-108.061349,39.04479932,-999,10.1939,1.227,411,754325.4079,4325866.043,12S,52
GPR_0042_020817,118986,-108.061349,39.04479973,-999,10.2914,1.244,417,754325.4064,4325866.09,12S,52
GPR_0042_020817,118987,-108.061349,39.04480015,-999,10.389,1.25,419,754325.4049,4325866.136,12S,52
GPR_0042_020817,118988,-108.061349,39.04480057,-999,10.3402,1.244,417,754325.4034,4325866.182,12S,52
GPR_0042_020817,118989,-108.061349,39.04480098,-999,10.3402,1.244,417,754325.4019,4325866.228,12S,52
GPR_0042_020817,118990,-108.061349,39.0448014,-999,10.5841,1.273,426,754325.4004,4325866.275,12S,52
GPR_0042_020817,118991,-108.061349,39.04480182,-999,10.4377,1.261,422,754325.3989,4325866.321,12S,52
GPR_0042_020817,118992,-108.061349,39.04480223,-999,10.4865,1.261,422,754325.3974,4325866.367,12S,52
GPR_0042_020817,118993,-108.061349,39.04480265,-999,10.4865,1.261,422,754325.3959,4325866.414,12S,52
GPR_0042_020817,118994,-108.061349,39.04480307,-999,10.5353,1.267,424,754325.3944,4325866.46,12S,52
GPR_0042_020817,118995,-108.061349,39.04480348,-999,10.5353,1.267,424,754325.393,4325866.506,12S,52
GPR_0042_020817,118996,-108.061349,39.0448039,-999,10.5353,1.267,424,754325.3915,4325866.552,12S,52
GPR_0042_020817,118997,-108.061349,39.04480432,-999,10.4865,1.267,424,754325.39,4325866.599,12S,52
GPR_0042_020817,118998,-108.061349,39.04480473,-999,10.389,1.255,420,754325.3885,4325866.645,12S,52
GPR_0042_020817,118999,-108.061349,39.04480515,-999,10.389,1.25,419,754325.387,4325866.691,12S,52
GPR_0042_020817,119000,-108.061349,39.04480557,-999,10.4378,1.255,420,754325.3855,4325866.737,12S,52
GPR_0042_020817,119001,-108.061349,39.04480598,-999,10.4378,1.255,420,754325.384,4325866.784,12S,52
GPR_0042_020817,119002,-108.061349,39.0448064,-999,10.3402,1.244,417,754325.3825,4325866.83,12S,52
GPR_0042_020817,119003,-108.061349,39.04480682,-999,10.3402,1.244,417,754325.381,4325866.876,12S,52
GPR_0042_020817,119004,-108.061349,39.04480723,-999,10.3402,1.244,417,754325.3795,4325866.922,12S,52
GPR_0042_020817,119005,-108.061349,39.04480765,-999,10.3402,1.25,419,754325.378,4325866.969,12S,52
GPR_0042_020817,119006,-108.061349,39.04480807,-999,10.2914,1.244,417,754325.3765,4325867.015,12S,52
GPR_0042_020817,119007,-108.061349,39.04480848,-999,10.3402,1.244,417,754325.375,4325867.061,12S,52
GPR_0042_020817,119008,-108.061349,39.0448089,-999,10.2914,1.244,417,754325.3735,4325867.107,12S,52
GPR_0042_020817,119009,-108.061349,39.04480932,-999,10.0963,1.216,407,754325.372,4325867.154,12S,52
GPR_0042_020817,119010,-108.061349,39.04480973,-999,10.1451,1.221,409,754325.3705,4325867.2,12S,52
GPR_0042_020817,119011,-108.061349,39.04481015,-999,10.0476,1.21,405,754325.369,4325867.246,12S,52
GPR_0042_020817,119012,-108.061349,39.04481057,-999,10.3402,1.25,419,754325.3675,4325867.292,12S,52
GPR_0042_020817,119013,-108.061349,39.04481098,-999,10.1451,1.221,409,754325.366,4325867.339,12S,52
GPR_0042_020817,119014,-108.061349,39.0448114,-999,10.0476,1.21,405,754325.3645,4325867.385,12S,52
GPR_0042_020817,119015,-108.061349,39.04481182,-999,9.95,1.204,403,754325.363,4325867.431,12S,52
GPR_0042_020817,119016,-108.061349,39.04481223,-999,10.1939,1.227,411,754325.3615,4325867.477,12S,52
GPR_0042_020817,119017,-108.061349,39.04481265,-999,9.95,1.204,403,754325.3601,4325867.524,12S,52
GPR_0042_020817,119018,-108.061349,39.04481307,-999,9.95,1.204,403,754325.3586,4325867.57,12S,52
GPR_0042_020817,119019,-108.061349,39.04481348,-999,9.95,1.198,401,754325.3571,4325867.616,12S,52
GPR_0042_020817,119020,-108.061349,39.0448139,-999,9.9012,1.193,400,754325.3556,4325867.662,12S,52
GPR_0042_020817,119021,-108.0613489,39.04481425,-999,10.0475,1.216,407,754325.3577,4325867.701,12S,52
GPR_0042_020817,119022,-108.0613489,39.0448146,-999,9.95,1.204,403,754325.3598,4325867.74,12S,52
GPR_0042_020817,119023,-108.0613488,39.04481495,-999,9.95,1.198,401,754325.3619,4325867.779,12S,52
GPR_0042_020817,119024,-108.0613488,39.04481529,-999,9.95,1.204,403,754325.364,4325867.818,12S,52
GPR_0042_020817,119025,-108.0613488,39.04481564,-999,9.9012,1.193,400,754325.3661,4325867.856,12S,52
GPR_0042_020817,119026,-108.0613487,39.04481599,-999,9.8037,1.187,398,754325.3682,4325867.895,12S,52
GPR_0042_020817,119027,-108.0613487,39.04481634,-999,9.7549,1.181,396,754325.3703,4325867.934,12S,52
GPR_0042_020817,119028,-108.0613486,39.04481669,-999,9.8037,1.181,396,754325.3724,4325867.973,12S,52
GPR_0042_020817,119029,-108.0613486,39.04481704,-999,9.8525,1.187,398,754325.3745,4325868.012,12S,52
GPR_0042_020817,119030,-108.0613486,39.04481739,-999,9.8037,1.187,398,754325.3766,4325868.051,12S,52
GPR_0042_020817,119031,-108.0613485,39.04481774,-999,9.95,1.198,401,754325.3787,4325868.089,12S,52
GPR_0042_020817,119032,-108.0613485,39.04481809,-999,9.95,1.198,401,754325.3808,4325868.128,12S,52
GPR_0042_020817,119033,-108.0613485,39.04481843,-999,9.9988,1.21,405,754325.3829,4325868.167,12S,52
GPR_0042_020817,119034,-108.0613484,39.04481878,-999,9.9012,1.193,400,754325.385,4325868.206,12S,52
GPR_0042_020817,119035,-108.0613484,39.04481913,-999,9.9988,1.204,403,754325.3871,4325868.245,12S,52
GPR_0042_020817,119036,-108.0613483,39.04481948,-999,10.0476,1.21,405,754325.3892,4325868.284,12S,52
GPR_0042_020817,119037,-108.0613483,39.04481983,-999,10.1939,1.227,411,754325.3913,4325868.322,12S,52
GPR_0042_020817,119038,-108.0613483,39.04482018,-999,10.3402,1.244,417,754325.3934,4325868.361,12S,52
GPR_0042_020817,119039,-108.0613482,39.04482053,-999,10.389,1.25,419,754325.3955,4325868.4,12S,52
GPR_0042_020817,119040,-108.0613482,39.04482088,-999,10.2426,1.238,415,754325.3976,4325868.439,12S,52
GPR_0042_020817,119041,-108.0613481,39.04482123,-999,10.2914,1.238,415,754325.3997,4325868.478,12S,52
GPR_0042_020817,119042,-108.0613481,39.04482157,-999,10.4865,1.261,422,754325.4018,4325868.517,12S,52
GPR_0042_020817,119043,-108.0613481,39.04482192,-999,10.5841,1.273,426,754325.4039,4325868.555,12S,52
GPR_0042_020817,119044,-108.061348,39.04482227,-999,10.5841,1.273,426,754325.406,4325868.594,12S,52
GPR_0042_020817,119045,-108.061348,39.04482262,-999,10.4865,1.261,422,754325.4081,4325868.633,12S,52
GPR_0042_020817,119046,-108.0613479,39.04482297,-999,10.5353,1.267,424,754325.4102,4325868.672,12S,52
GPR_0042_020817,119047,-108.0613479,39.04482332,-999,10.6329,1.278,428,754325.4123,4325868.711,12S,52
GPR_0042_020817,119048,-108.0613479,39.04482367,-999,10.6816,1.284,430,754325.4144,4325868.75,12S,52
GPR_0042_020817,119049,-108.0613478,39.04482402,-999,10.4865,1.267,424,754325.4165,4325868.788,12S,52
GPR_0042_020817,119050,-108.0613478,39.04482436,-999,10.828,1.301,436,754325.4187,4325868.827,12S,52
GPR_0042_020817,119051,-108.0613478,39.04482471,-999,10.8767,1.313,440,754325.4208,4325868.866,12S,52
GPR_0042_020817,119052,-108.0613477,39.04482506,-999,10.9255,1.318,442,754325.4229,4325868.905,12S,52
GPR_0042_020817,119053,-108.0613477,39.04482541,-999,10.9255,1.318,442,754325.425,4325868.944,12S,52
GPR_0042_020817,119054,-108.0613476,39.04482576,-999,10.8767,1.307,438,754325.4271,4325868.983,12S,52
GPR_0042_020817,119055,-108.0613476,39.04482611,-999,10.9743,1.318,442,754325.4292,4325869.021,12S,52
GPR_0042_020817,119056,-108.0613476,39.04482646,-999,10.9743,1.318,442,754325.4313,4325869.06,12S,52
GPR_0042_020817,119057,-108.0613475,39.04482681,-999,10.9743,1.324,444,754325.4334,4325869.099,12S,52
GPR_0042_020817,119058,-108.0613475,39.04482716,-999,11.1206,1.335,447,754325.4355,4325869.138,12S,52
GPR_0042_020817,119059,-108.0613474,39.0448275,-999,11.1206,1.335,447,754325.4376,4325869.177,12S,52
GPR_0042_020817,119060,-108.0613474,39.04482785,-999,11.1694,1.341,449,754325.4397,4325869.215,12S,52
GPR_0042_020817,119061,-108.0613474,39.0448282,-999,11.1206,1.341,449,754325.4418,4325869.254,12S,52
GPR_0042_020817,119062,-108.0613473,39.04482855,-999,11.1206,1.341,449,754325.4439,4325869.293,12S,52
GPR_0042_020817,119063,-108.0613473,39.0448289,-999,11.1206,1.341,449,754325.446,4325869.332,12S,52
GPR_0042_020817,119064,-108.0613473,39.04482923,-999,11.1694,1.347,451,754325.4448,4325869.369,12S,52
GPR_0042_020817,119065,-108.0613473,39.04482957,-999,11.4133,1.37,459,754325.4436,4325869.406,12S,52
GPR_0042_020817,119066,-108.0613473,39.0448299,-999,11.2182,1.347,451,754325.4424,4325869.443,12S,52
GPR_0042_020817,119067,-108.0613473,39.04483023,-999,11.3157,1.364,457,754325.4412,4325869.48,12S,52
GPR_0042_020817,119068,-108.0613473,39.04483057,-999,11.2181,1.352,453,754325.44,4325869.517,12S,52
GPR_0042_020817,119069,-108.0613473,39.0448309,-999,11.3157,1.364,457,754325.4388,4325869.554,12S,52
GPR_0042_020817,119070,-108.0613473,39.04483123,-999,11.3645,1.364,457,754325.4376,4325869.591,12S,52
GPR_0042_020817,119071,-108.0613473,39.04483157,-999,11.3157,1.358,455,754325.4364,4325869.628,12S,52
GPR_0042_020817,119072,-108.0613473,39.0448319,-999,11.4621,1.375,461,754325.4352,4325869.665,12S,52
GPR_0042_020817,119073,-108.0613473,39.04483223,-999,11.3645,1.364,457,754325.434,4325869.702,12S,52
GPR_0042_020817,119074,-108.0613473,39.04483257,-999,11.3645,1.364,457,754325.4328,4325869.739,12S,52
GPR_0042_020817,119075,-108.0613473,39.0448329,-999,11.4133,1.375,461,754325.4316,4325869.776,12S,52
GPR_0042_020817,119076,-108.0613473,39.04483323,-999,11.5108,1.381,463,754325.4304,4325869.813,12S,52
GPR_0042_020817,119077,-108.0613473,39.04483357,-999,11.3645,1.37,459,754325.4292,4325869.85,12S,52
GPR_0042_020817,119078,-108.0613473,39.0448339,-999,11.3157,1.364,457,754325.428,4325869.887,12S,52
GPR_0042_020817,119079,-108.0613473,39.04483423,-999,11.3157,1.364,457,754325.4268,4325869.924,12S,52
GPR_0042_020817,119080,-108.0613473,39.04483457,-999,11.4133,1.37,459,754325.4256,4325869.961,12S,52
GPR_0042_020817,119081,-108.0613473,39.0448349,-999,11.3645,1.364,457,754325.4245,4325869.998,12S,52
GPR_0042_020817,119082,-108.0613473,39.04483523,-999,11.3645,1.37,459,754325.4233,4325870.035,12S,52
GPR_0042_020817,119083,-108.0613473,39.04483557,-999,11.3645,1.364,457,754325.4221,4325870.072,12S,52
GPR_0042_020817,119084,-108.0613473,39.044836,-999,11.3157,1.364,457,754325.4205,4325870.121,12S,52
GPR_0042_020817,119085,-108.0613473,39.04483644,-999,11.4133,1.37,459,754325.4189,4325870.169,12S,52
GPR_0042_020817,119086,-108.0613473,39.04483688,-999,11.4133,1.37,459,754325.4173,4325870.218,12S,52
GPR_0042_020817,119087,-108.0613473,39.04483732,-999,11.3157,1.358,455,754325.4158,4325870.267,12S,52
GPR_0042_020817,119088,-108.0613473,39.04483776,-999,11.6084,1.392,466,754325.4142,4325870.315,12S,52
GPR_0042_020817,119089,-108.0613473,39.0448382,-999,11.6084,1.398,468,754325.4126,4325870.364,12S,52
GPR_0042_020817,119090,-108.0613473,39.04483864,-999,11.8523,1.421,476,754325.411,4325870.413,12S,52
GPR_0042_020817,119091,-108.0613473,39.04483907,-999,11.8523,1.421,476,754325.4095,4325870.461,12S,52
GPR_0042_020817,119092,-108.0613473,39.04483951,-999,11.8035,1.421,476,754325.4079,4325870.51,12S,52
GPR_0042_020817,119093,-108.0613473,39.04483995,-999,11.901,1.432,480,754325.4063,4325870.559,12S,52
GPR_0042_020817,119094,-108.0613473,39.04484039,-999,11.5108,1.387,465,754325.4047,4325870.608,12S,52
GPR_0042_020817,119095,-108.0613473,39.04484083,-999,11.6084,1.392,466,754325.4032,4325870.656,12S,52
GPR_0042_020817,119096,-108.0613473,39.04484127,-999,11.7547,1.41,472,754325.4016,4325870.705,12S,52
GPR_0042_020817,119097,-108.0613473,39.04484171,-999,11.901,1.432,480,754325.4,4325870.754,12S,52
GPR_0042_020817,119098,-108.0613473,39.04484215,-999,11.901,1.432,480,754325.3984,4325870.802,12S,52
GPR_0042_020817,119099,-108.0613473,39.04484258,-999,11.9498,1.438,482,754325.3969,4325870.851,12S,52
GPR_0042_020817,119100,-108.0613473,39.04484302,-999,11.8522,1.427,478,754325.3953,4325870.9,12S,52
GPR_0042_020817,119101,-108.0613473,39.04484346,-999,11.6571,1.404,470,754325.3937,4325870.948,12S,52
GPR_0042_020817,119102,-108.0613473,39.0448439,-999,11.7547,1.415,474,754325.3921,4325870.997,12S,52
GPR_0042_020817,119103,-108.0613473,39.04484423,-999,11.7547,1.41,472,754325.391,4325871.034,12S,52
GPR_0042_020817,119104,-108.0613473,39.04484457,-999,11.7059,1.41,472,754325.3898,4325871.071,12S,52
GPR_0042_020817,119105,-108.0613473,39.0448449,-999,11.9498,1.432,480,754325.3886,4325871.108,12S,52
GPR_0042_020817,119106,-108.0613473,39.04484523,-999,11.901,1.427,478,754325.3874,4325871.145,12S,52
GPR_0042_020817,119107,-108.0613473,39.04484557,-999,11.8522,1.427,478,754325.3862,4325871.182,12S,52
GPR_0042_020817,119108,-108.0613473,39.0448459,-999,11.9498,1.438,482,754325.385,4325871.219,12S,52
GPR_0042_020817,119109,-108.0613473,39.04484623,-999,12.0474,1.444,484,754325.3838,4325871.256,12S,52
GPR_0042_020817,119110,-108.0613473,39.04484657,-999,12.0474,1.444,484,754325.3826,4325871.293,12S,52
GPR_0042_020817,119111,-108.0613473,39.0448469,-999,11.9498,1.438,482,754325.3814,4325871.33,12S,52
GPR_0042_020817,119112,-108.0613473,39.04484723,-999,11.9986,1.438,482,754325.3802,4325871.367,12S,52
GPR_0042_020817,119113,-108.0613473,39.04484757,-999,11.9498,1.438,482,754325.379,4325871.404,12S,52
GPR_0042_020817,119114,-108.0613473,39.0448479,-999,11.9498,1.438,482,754325.3778,4325871.441,12S,52
GPR_0042_020817,119115,-108.0613473,39.04484823,-999,11.9986,1.444,484,754325.3766,4325871.478,12S,52
GPR_0042_020817,119116,-108.0613473,39.04484857,-999,11.9986,1.444,484,754325.3754,4325871.515,12S,52
GPR_0042_020817,119117,-108.0613473,39.0448489,-999,12.0473,1.449,485,754325.3742,4325871.552,12S,52
GPR_0042_020817,119118,-108.0613473,39.04484923,-999,12.0474,1.444,484,754325.373,4325871.589,12S,52
GPR_0042_020817,119119,-108.0613473,39.04484957,-999,12.1449,1.455,487,754325.3718,4325871.626,12S,52
GPR_0042_020817,119120,-108.0613473,39.0448499,-999,12.0961,1.449,485,754325.3706,4325871.663,12S,52
GPR_0042_020817,119121,-108.0613473,39.04485023,-999,12.0961,1.455,487,754325.3694,4325871.7,12S,52
GPR_0042_020817,119122,-108.0613473,39.04485057,-999,12.0474,1.444,484,754325.3682,4325871.737,12S,52
GPR_0042_020817,119123,-108.0613472,39.04485088,-999,12.0961,1.449,485,754325.3739,4325871.772,12S,52
GPR_0042_020817,119124,-108.0613471,39.0448512,-999,12.0961,1.455,487,754325.3797,4325871.808,12S,52
GPR_0042_020817,119125,-108.061347,39.04485152,-999,12.1449,1.461,489,754325.3854,4325871.843,12S,52
GPR_0042_020817,119126,-108.061347,39.04485184,-999,12.1449,1.455,487,754325.3911,4325871.879,12S,52
GPR_0042_020817,119127,-108.0613469,39.04485215,-999,12.1937,1.461,489,754325.3969,4325871.914,12S,52
GPR_0042_020817,119128,-108.0613468,39.04485247,-999,12.0961,1.449,485,754325.4026,4325871.95,12S,52
GPR_0042_020817,119129,-108.0613467,39.04485279,-999,11.9986,1.444,484,754325.4083,4325871.985,12S,52
GPR_0042_020817,119130,-108.0613467,39.04485311,-999,11.9986,1.444,484,754325.4141,4325872.021,12S,52
GPR_0042_020817,119131,-108.0613466,39.04485342,-999,12.0474,1.444,484,754325.4198,4325872.056,12S,52
GPR_0042_020817,119132,-108.0613465,39.04485374,-999,12.2912,1.478,495,754325.4255,4325872.092,12S,52
GPR_0042_020817,119133,-108.0613464,39.04485406,-999,12.0961,1.455,487,754325.4313,4325872.127,12S,52
GPR_0042_020817,119134,-108.0613463,39.04485438,-999,12.4375,1.495,501,754325.437,4325872.163,12S,52
GPR_0042_020817,119135,-108.0613463,39.04485469,-999,12.34,1.478,495,754325.4427,4325872.198,12S,52
GPR_0042_020817,119136,-108.0613462,39.04485501,-999,12.34,1.478,495,754325.4484,4325872.233,12S,52
GPR_0042_020817,119137,-108.0613461,39.04485533,-999,12.4376,1.489,499,754325.4542,4325872.269,12S,52
GPR_0042_020817,119138,-108.061346,39.04485565,-999,12.4375,1.495,501,754325.4599,4325872.304,12S,52
GPR_0042_020817,119139,-108.0613459,39.04485596,-999,12.0961,1.449,485,754325.4656,4325872.34,12S,52
GPR_0042_020817,119140,-108.0613459,39.04485628,-999,12.34,1.484,497,754325.4714,4325872.375,12S,52
GPR_0042_020817,119141,-108.0613458,39.0448566,-999,12.34,1.478,495,754325.4771,4325872.411,12S,52
GPR_0042_020817,119142,-108.0613457,39.04485692,-999,12.4375,1.495,501,754325.4828,4325872.446,12S,52
GPR_0042_020817,119143,-108.0613456,39.04485723,-999,12.34,1.484,497,754325.4886,4325872.482,12S,52
GPR_0042_020817,119144,-108.0613456,39.0448576,-999,12.4863,1.501,503,754325.4872,4325872.522,12S,52
GPR_0042_020817,119145,-108.0613456,39.04485796,-999,12.2424,1.472,493,754325.4859,4325872.563,12S,52
GPR_0042_020817,119146,-108.0613456,39.04485833,-999,12.5351,1.501,503,754325.4846,4325872.604,12S,52
GPR_0042_020817,119147,-108.0613456,39.0448587,-999,12.4863,1.495,501,754325.4833,4325872.644,12S,52
GPR_0042_020817,119148,-108.0613456,39.04485906,-999,12.4375,1.495,501,754325.482,4325872.685,12S,52
GPR_0042_020817,119149,-108.0613456,39.04485943,-999,12.3888,1.489,499,754325.4807,4325872.725,12S,52
GPR_0042_020817,119150,-108.0613456,39.04485979,-999,12.4863,1.495,501,754325.4794,4325872.766,12S,52
GPR_0042_020817,119151,-108.0613456,39.04486016,-999,12.5351,1.501,503,754325.478,4325872.807,12S,52
GPR_0042_020817,119152,-108.0613456,39.04486053,-999,12.4376,1.489,499,754325.4767,4325872.847,12S,52
GPR_0042_020817,119153,-108.0613456,39.04486089,-999,12.5839,1.507,505,754325.4754,4325872.888,12S,52
GPR_0042_020817,119154,-108.0613456,39.04486126,-999,12.5839,1.512,507,754325.4741,4325872.928,12S,52
GPR_0042_020817,119155,-108.0613456,39.04486162,-999,12.5839,1.512,507,754325.4728,4325872.969,12S,52
GPR_0042_020817,119156,-108.0613456,39.04486199,-999,12.5351,1.507,505,754325.4715,4325873.01,12S,52
GPR_0042_020817,119157,-108.0613456,39.04486235,-999,12.5351,1.507,505,754325.4702,4325873.05,12S,52
GPR_0042_020817,119158,-108.0613456,39.04486272,-999,12.5351,1.507,505,754325.4689,4325873.091,12S,52
GPR_0042_020817,119159,-108.0613456,39.04486309,-999,12.6327,1.512,507,754325.4675,4325873.131,12S,52
GPR_0042_020817,119160,-108.0613456,39.04486345,-999,12.5351,1.507,505,754325.4662,4325873.172,12S,52
GPR_0042_020817,119161,-108.0613456,39.04486382,-999,12.6326,1.518,509,754325.4649,4325873.213,12S,52
GPR_0042_020817,119162,-108.0613456,39.04486418,-999,12.6814,1.518,509,754325.4636,4325873.253,12S,52
GPR_0042_020817,119163,-108.0613456,39.04486455,-999,12.6814,1.518,509,754325.4623,4325873.294,12S,52
GPR_0042_020817,119164,-108.0613456,39.04486492,-999,12.5351,1.507,505,754325.461,4325873.335,12S,52
GPR_0042_020817,119165,-108.0613456,39.04486528,-999,12.6814,1.518,509,754325.4597,4325873.375,12S,52
GPR_0042_020817,119166,-108.0613456,39.04486565,-999,12.7302,1.524,511,754325.4584,4325873.416,12S,52
GPR_0042_020817,119167,-108.0613456,39.04486601,-999,12.6327,1.512,507,754325.457,4325873.456,12S,52
GPR_0042_020817,119168,-108.0613456,39.04486638,-999,12.6814,1.518,509,754325.4557,4325873.497,12S,52
GPR_0042_020817,119169,-108.0613456,39.04486674,-999,12.5839,1.512,507,754325.4544,4325873.538,12S,52
GPR_0042_020817,119170,-108.0613456,39.04486711,-999,12.6814,1.518,509,754325.4531,4325873.578,12S,52
GPR_0042_020817,119171,-108.0613456,39.04486748,-999,12.6326,1.518,509,754325.4518,4325873.619,12S,52
GPR_0042_020817,119172,-108.0613456,39.04486784,-999,12.6814,1.524,511,754325.4505,4325873.659,12S,52
GPR_0042_020817,119173,-108.0613456,39.04486821,-999,12.6326,1.518,509,754325.4492,4325873.7,12S,52
GPR_0042_020817,119174,-108.0613456,39.04486857,-999,12.6814,1.518,509,754325.4478,4325873.741,12S,52
GPR_0042_020817,119175,-108.0613456,39.04486894,-999,12.6814,1.524,511,754325.4465,4325873.781,12S,52
GPR_0042_020817,119176,-108.0613456,39.04486931,-999,12.7302,1.524,511,754325.4452,4325873.822,12S,52
GPR_0042_020817,119177,-108.0613456,39.04486967,-999,12.6814,1.524,511,754325.4439,4325873.862,12S,52
GPR_0042_020817,119178,-108.0613456,39.04487004,-999,12.7302,1.529,512,754325.4426,4325873.903,12S,52
GPR_0042_020817,119179,-108.0613456,39.0448704,-999,12.6814,1.524,511,754325.4413,4325873.944,12S,52
GPR_0042_020817,119180,-108.0613456,39.04487077,-999,12.6326,1.518,509,754325.44,4325873.984,12S,52
GPR_0042_020817,119181,-108.0613456,39.04487114,-999,12.7302,1.529,512,754325.4387,4325874.025,12S,52
GPR_0042_020817,119182,-108.0613456,39.0448715,-999,12.8278,1.535,514,754325.4373,4325874.066,12S,52
GPR_0042_020817,119183,-108.0613456,39.04487187,-999,12.7302,1.524,511,754325.436,4325874.106,12S,52
GPR_0042_020817,119184,-108.0613456,39.04487223,-999,13.0229,1.558,522,754325.4347,4325874.147,12S,52
GPR_0042_020817,119185,-108.0613455,39.04487263,-999,12.7302,1.529,512,754325.4402,4325874.191,12S,52
GPR_0042_020817,119186,-108.0613455,39.04487303,-999,12.8277,1.541,516,754325.4456,4325874.235,12S,52
GPR_0042_020817,119187,-108.0613454,39.04487342,-999,12.9253,1.546,518,754325.451,4325874.28,12S,52
GPR_0042_020817,119188,-108.0613453,39.04487382,-999,12.779,1.529,512,754325.4565,4325874.324,12S,52
GPR_0042_020817,119189,-108.0613452,39.04487422,-999,12.8765,1.546,518,754325.4619,4325874.368,12S,52
GPR_0042_020817,119190,-108.0613451,39.04487461,-999,12.9741,1.552,520,754325.4674,4325874.412,12S,52
GPR_0042_020817,119191,-108.0613451,39.04487501,-999,12.9253,1.552,520,754325.4728,4325874.457,12S,52
GPR_0042_020817,119192,-108.061345,39.04487541,-999,13.0716,1.564,524,754325.4783,4325874.501,12S,52
GPR_0042_020817,119193,-108.0613449,39.0448758,-999,12.9253,1.552,520,754325.4837,4325874.545,12S,52
GPR_0042_020817,119194,-108.0613448,39.0448762,-999,12.9741,1.558,522,754325.4892,4325874.589,12S,52
GPR_0042_020817,119195,-108.0613447,39.0448766,-999,13.0228,1.564,524,754325.4946,4325874.634,12S,52
GPR_0042_020817,119196,-108.0613447,39.04487699,-999,12.9741,1.552,520,754325.5001,4325874.678,12S,52
GPR_0042_020817,119197,-108.0613446,39.04487739,-999,12.9741,1.552,520,754325.5055,4325874.722,12S,52
GPR_0042_020817,119198,-108.0613445,39.04487779,-999,12.8765,1.541,516,754325.5109,4325874.767,12S,52
GPR_0042_020817,119199,-108.0613444,39.04487818,-999,13.1204,1.569,526,754325.5164,4325874.811,12S,52
GPR_0042_020817,119200,-108.0613444,39.04487858,-999,13.0228,1.564,524,754325.5218,4325874.855,12S,52
GPR_0042_020817,119201,-108.0613443,39.04487898,-999,13.0716,1.564,524,754325.5273,4325874.899,12S,52
GPR_0042_020817,119202,-108.0613442,39.04487938,-999,13.1204,1.569,526,754325.5327,4325874.944,12S,52
GPR_0042_020817,119203,-108.0613441,39.04487977,-999,13.0228,1.564,524,754325.5382,4325874.988,12S,52
GPR_0042_020817,119204,-108.061344,39.04488017,-999,13.1692,1.575,528,754325.5436,4325875.032,12S,52
GPR_0042_020817,119205,-108.061344,39.04488057,-999,13.1204,1.569,526,754325.5491,4325875.076,12S,52
GPR_0042_020817,119206,-108.061344,39.0448809,-999,13.218,1.581,530,754325.5479,4325875.113,12S,52
GPR_0042_020817,119207,-108.061344,39.04488123,-999,13.0716,1.569,526,754325.5467,4325875.15,12S,52
GPR_0042_020817,119208,-108.061344,39.04488157,-999,13.0716,1.564,524,754325.5455,4325875.187,12S,52
GPR_0042_020817,119209,-108.061344,39.0448819,-999,13.1692,1.575,528,754325.5443,4325875.224,12S,52
GPR_0042_020817,119210,-108.061344,39.04488223,-999,13.1692,1.575,528,754325.5431,4325875.261,12S,52
GPR_0042_020817,119211,-108.061344,39.04488257,-999,13.218,1.581,530,754325.5419,4325875.298,12S,52
GPR_0042_020817,119212,-108.061344,39.0448829,-999,13.218,1.581,530,754325.5407,4325875.335,12S,52
GPR_0042_020817,119213,-108.061344,39.04488323,-999,13.218,1.581,530,754325.5395,4325875.372,12S,52
GPR_0042_020817,119214,-108.061344,39.04488357,-999,13.1692,1.581,530,754325.5383,4325875.409,12S,52
GPR_0042_020817,119215,-108.061344,39.0448839,-999,13.1204,1.575,528,754325.5371,4325875.446,12S,52
GPR_0042_020817,119216,-108.061344,39.04488423,-999,13.1692,1.575,528,754325.5359,4325875.483,12S,52
GPR_0042_020817,119217,-108.061344,39.04488457,-999,13.1204,1.569,526,754325.5347,4325875.52,12S,52
